isin,name,type,investment_focus,region,issuer,benchmark,country,currency,volume,fund_type,initial_fee,TER,morningstar,morningstar_3y,morningstar_5y,feri,risk_class,performance,risk,wkn,all_in_fee,currency_fee,depot_bank_fee,switching_fee,distribution_fee,redemption_fee,min_initial_investment,min_followup_investment,sparplan_finanzen_zero,finanzen_zero
LU0450104905,State Street Global Screened Managed Volatility Equity Fund - P USD ACC,FUND,"Aktien Ethik, Nachhaltigkeit",International,SSGA,"MSCI WORLD INDEX (GDTR, UHD)",Luxemburg,USD,230972770.0,Thesaurierend,0.0,1.04,3.0,2.0,2.0,(C),3.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 0.4271}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -4.4199}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 9.1555}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 13.1057}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': 38.685}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': 73.9836}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': -0.2428}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 14.7538}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': -1.1726}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': 1.5345}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': 20.3895}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': -9.6119}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 158.426}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -0.3975, 'sharpeRatio': -0.0326, 'excessReturn': -0.3508, 'volatility': 10.7644, 'maxDrawdown': -3.1972, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -0.1808, 'oneMonthLow': -0.1808, 'highQuote': 22.6632, 'lowQuote': 21.9149, 'avgPrice': 22.4}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': 0.684, 'sharpeRatio': 0.1591, 'excessReturn': 2.5053, 'volatility': 15.748, 'maxDrawdown': -7.2432, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 1.6099, 'oneMonthLow': -0.1808, 'highQuote': 22.6632, 'lowQuote': 20.9634, 'avgPrice': 22.16}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 0.9889, 'sharpeRatio': 0.989, 'excessReturn': 10.4098, 'volatility': 10.5252, 'maxDrawdown': -7.2432, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 4.6743, 'oneMonthLow': -4.1024, 'highQuote': 22.6632, 'lowQuote': 19.123, 'avgPrice': 21.13}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 0.635, 'sharpeRatio': 1.3404, 'excessReturn': 12.4945, 'volatility': 9.3218, 'maxDrawdown': -8.7256, 'countMonthsPositivePerformance': 62.5, 'oneMonthHigh': 4.6743, 'oneMonthLow': -4.3501, 'highQuote': 22.6632, 'lowQuote': 17.5412, 'avgPrice': 19.98}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.5889, 'sharpeRatio': 1.8979, 'excessReturn': 19.5714, 'volatility': 10.3124, 'maxDrawdown': -12.2973, 'countMonthsPositivePerformance': 55.5556, 'oneMonthHigh': 8.1774, 'oneMonthLow': -6.7574, 'highQuote': 22.6632, 'lowQuote': 16.8533, 'avgPrice': 19.49}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre', 'sharpeRatioAnnualised': 0.5775, 'sharpeRatio': 2.47, 'excessReturn': 25.1092, 'volatility': 10.1657, 'maxDrawdown': -15.3968, 'countMonthsPositivePerformance': 58.3333, 'oneMonthHigh': 8.1774, 'oneMonthLow': -6.7574, 'highQuote': 22.6632, 'lowQuote': 16.8533, 'avgPrice': 19.34}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'sharpeRatioAnnualised': 0.7667, 'sharpeRatio': 4.4308, 'excessReturn': 45.0364, 'volatility': 10.1643, 'maxDrawdown': -15.3968, 'countMonthsPositivePerformance': 63.3333, 'oneMonthHigh': 8.1774, 'oneMonthLow': -6.7574, 'highQuote': 22.6632, 'lowQuote': 15.5748, 'avgPrice': 18.88}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'sharpeRatioAnnualised': 0.4527, 'sharpeRatio': 6.0807, 'excessReturn': 70.3961, 'volatility': 11.5769, 'maxDrawdown': -31.0519, 'countMonthsPositivePerformance': 65.0, 'oneMonthHigh': 22.9682, 'oneMonthLow': -26.2961, 'highQuote': 22.6632, 'lowQuote': 11.8449, 'avgPrice': 16.81}]",A1C2M3,,,,,,2.0,50.0,,,False
DE000A2JF7E4,HAL International Equities - XA EUR DIS,FUND,"Aktien Ethik, Nachhaltigkeit",International,Hauck & Aufhauser,"MSCI WORLD INDEX (GDTR, UHD)",Deutschland,EUR,184755180.0,Ausschüttend,0.0,0.1606,3.0,3.0,3.0,(C),3.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 11.9623}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -1.1297}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 8.2556}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 36.7009}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': 73.3933}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': 5.1426}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 15.4796}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': 13.5776}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': -14.5435}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': 18.2935}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 9.2502}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 76.1114}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 20.1383, 'sharpeRatio': 0.8097, 'excessReturn': 11.7923, 'volatility': 14.5644, 'maxDrawdown': -1.2406, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 11.9623, 'oneMonthLow': 11.9623, 'highQuote': 151.54, 'lowQuote': 133.67, 'avgPrice': 144.89}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.3205, 'sharpeRatio': -0.0798, 'excessReturn': -1.7497, 'volatility': 21.9164, 'maxDrawdown': -16.5469, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 151.69, 'lowQuote': 126.59, 'avgPrice': 143.17}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 0.3341, 'sharpeRatio': 0.3342, 'excessReturn': 4.9056, 'volatility': 14.6803, 'maxDrawdown': -17.7773, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 153.96, 'lowQuote': 126.59, 'avgPrice': 142.26}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 0.7592, 'sharpeRatio': 1.6289, 'excessReturn': 20.1669, 'volatility': 12.3807, 'maxDrawdown': -17.7773, 'countMonthsPositivePerformance': 62.5, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 153.96, 'lowQuote': 111.47, 'avgPrice': 134.2}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.7591, 'sharpeRatio': 2.5546, 'excessReturn': 35.4409, 'volatility': 13.8734, 'maxDrawdown': -17.7773, 'countMonthsPositivePerformance': 61.1111, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 153.96, 'lowQuote': 108.65, 'avgPrice': 129.25}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre', 'sharpeRatioAnnualised': 0.5047, 'sharpeRatio': 2.2009, 'excessReturn': 31.2605, 'volatility': 14.2033, 'maxDrawdown': -20.3359, 'countMonthsPositivePerformance': 58.3333, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 153.96, 'lowQuote': 108.65, 'avgPrice': 129.7}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'sharpeRatioAnnualised': 0.8299, 'sharpeRatio': 5.2095, 'excessReturn': 74.8933, 'volatility': 14.3762, 'maxDrawdown': -20.3359, 'countMonthsPositivePerformance': 63.3333, 'oneMonthHigh': 11.9623, 'oneMonthLow': -8.7577, 'highQuote': 153.96, 'lowQuote': 99.0, 'avgPrice': 126.86}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",A2JF7E,,,0.1,0.0,,0.0,,,,False
LU2704484968,DB Global Equity - WAMC EUR ACC,FUND,"Aktien Ethik, Nachhaltigkeit",International,DWS,"MSCI WORLD INDEX (GDTR, UHD)",Luxemburg,EUR,169923790.0,Thesaurierend,0.0,0.1699999999999999,,,,(C),4.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 10.7038}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -5.1161}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 3.89}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': 0.2001}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 16.0635}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': None}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 20.18}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 12.5769, 'sharpeRatio': 0.5463, 'excessReturn': 10.5338, 'volatility': 19.2809, 'maxDrawdown': -1.4757, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 10.7038, 'oneMonthLow': 10.7038, 'highQuote': 121.98, 'lowQuote': 108.56, 'avgPrice': 117.19}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.8287, 'sharpeRatio': -0.219, 'excessReturn': -5.7361, 'volatility': 26.1894, 'maxDrawdown': -16.8088, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 10.7038, 'oneMonthLow': -9.8114, 'highQuote': 126.66, 'lowQuote': 105.37, 'avgPrice': 117.46}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 0.0325, 'sharpeRatio': 0.0326, 'excessReturn': 0.54, 'volatility': 16.5783, 'maxDrawdown': -17.6475, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 10.7038, 'oneMonthLow': -9.8114, 'highQuote': 127.95, 'lowQuote': 105.37, 'avgPrice': 118.46}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre'}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",DWS3KC,,,,,0.0,0.0,,,,False
LU1951069670,Global Opportunities Access - Equities - F JPY ACC H,FUND,"Aktien Ethik, Nachhaltigkeit",International,UBS,"MSCI WORLD INDEX (GDTR, UHD)",Luxemburg,JPY,1095892400.0,Thesaurierend,3.0,0.9946,,,,(C),3.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 9.2169}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -6.995}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 3.3717}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': -6.7213}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': -0.208}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 1.1262}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': -1.1518}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': -24.7771}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': -24.0743}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 19.5062, 'sharpeRatio': 0.9158, 'excessReturn': 9.2596, 'volatility': 10.1108, 'maxDrawdown': -1.2761, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 9.4296, 'oneMonthLow': 9.4296, 'highQuote': 9639.0, 'lowQuote': 8696.0, 'avgPrice': 9263.81}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.8573, 'sharpeRatio': -0.2206, 'excessReturn': -3.9618, 'volatility': 17.96, 'maxDrawdown': -15.0838, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 9.4296, 'oneMonthLow': -7.0344, 'highQuote': 9845.0, 'lowQuote': 8360.0, 'avgPrice': 9233.18}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': -0.3894, 'sharpeRatio': -0.3893, 'excessReturn': -4.4414, 'volatility': 11.4089, 'maxDrawdown': -15.7428, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 9.4296, 'oneMonthLow': -7.0344, 'highQuote': 9922.0, 'lowQuote': 8360.0, 'avgPrice': 9572.39}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 0.2749, 'sharpeRatio': 0.5715, 'excessReturn': 5.5929, 'volatility': 9.7862, 'maxDrawdown': -15.7428, 'countMonthsPositivePerformance': 62.5, 'oneMonthHigh': 9.4296, 'oneMonthLow': -7.0344, 'highQuote': 9922.0, 'lowQuote': 7965.0, 'avgPrice': 9217.75}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.3179, 'sharpeRatio': 0.9988, 'excessReturn': 10.838, 'volatility': 10.851, 'maxDrawdown': -15.7428, 'countMonthsPositivePerformance': 58.3333, 'oneMonthHigh': 9.4296, 'oneMonthLow': -8.2419, 'highQuote': 9922.0, 'lowQuote': 7601.0, 'avgPrice': 8947.85}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",A2PD4L,,,,,,0.0,,,,False
LU2466373185,GKB (LU) Aktien Welt - B USD DIS,FUND,"Aktien Ethik, Nachhaltigkeit",International,Swisscanto,"MSCI WORLD INDEX (GDTR, UHD)",Luxemburg,USD,45061976.0,Ausschüttend,0.0,0.98,,,,,4.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 8.3942}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -7.5369}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 3.0001}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': -5.7816}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 20.4739}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': 12.7975}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 20.3571}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 14.4393, 'sharpeRatio': 0.7509, 'excessReturn': 7.5674, 'volatility': 10.0782, 'maxDrawdown': -1.2449, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 7.7374, 'oneMonthLow': 7.7374, 'highQuote': 127.86, 'lowQuote': 117.2, 'avgPrice': 123.42}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.157, 'sharpeRatio': -0.0387, 'excessReturn': -0.8584, 'volatility': 22.1958, 'maxDrawdown': -14.016, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 7.7374, 'oneMonthLow': -4.4591, 'highQuote': 127.86, 'lowQuote': 108.83, 'avgPrice': 121.13}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 0.2626, 'sharpeRatio': 0.2627, 'excessReturn': 3.9946, 'volatility': 15.2047, 'maxDrawdown': -15.8119, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 7.7374, 'oneMonthLow': -4.4591, 'highQuote': 129.27, 'lowQuote': 108.83, 'avgPrice': 121.98}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 0.779, 'sharpeRatio': 1.6788, 'excessReturn': 22.2987, 'volatility': 13.2826, 'maxDrawdown': -15.8119, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 7.7374, 'oneMonthLow': -5.4699, 'highQuote': 129.27, 'lowQuote': 93.87, 'avgPrice': 113.99}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",A3DNH4,1.1,,,,,0.0,,,,False
LU2466373003,GKB (LU) Aktien Welt - A USD DIS,FUND,"Aktien Ethik, Nachhaltigkeit",International,Swisscanto,"MSCI WORLD INDEX (GDTR, UHD)",Luxemburg,USD,45061976.0,Ausschüttend,0.0,1.48,,,,,4.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 8.3449}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -7.6488}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 2.4833}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': -5.9651}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 19.8677}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': 12.2425}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 18.5889}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 14.4475, 'sharpeRatio': 0.7535, 'excessReturn': 7.519, 'volatility': 9.9791, 'maxDrawdown': -1.2553, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 7.689, 'oneMonthLow': 7.689, 'highQuote': 126.66, 'lowQuote': 116.14, 'avgPrice': 122.29}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.1787, 'sharpeRatio': -0.0441, 'excessReturn': -0.9785, 'volatility': 22.1934, 'maxDrawdown': -14.0615, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 7.689, 'oneMonthLow': -4.498, 'highQuote': 126.66, 'lowQuote': 107.87, 'avgPrice': 120.07}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 0.2271, 'sharpeRatio': 0.2272, 'excessReturn': 3.4561, 'volatility': 15.2092, 'maxDrawdown': -15.858, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 7.689, 'oneMonthLow': -4.498, 'highQuote': 128.2, 'lowQuote': 107.87, 'avgPrice': 121.13}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 0.7361, 'sharpeRatio': 1.5822, 'excessReturn': 21.0229, 'volatility': 13.2875, 'maxDrawdown': -15.858, 'countMonthsPositivePerformance': 66.6667, 'oneMonthHigh': 7.689, 'oneMonthLow': -5.5053, 'highQuote': 128.2, 'lowQuote': 93.31, 'avgPrice': 113.23}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",A3DNH5,1.6,,,,,0.0,,,,False
DE000DK0LP71,Connect-Perspektive Aktien 3 - EUR DIS,FUND,"Aktien Ethik, Nachhaltigkeit",International,Deka,"MSCI WORLD INDEX (GDTR, UHD)",Deutschland,EUR,,Ausschüttend,0.0,1.1,,,,,3.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': 11.0073}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -9.6365}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': -1.2927}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2025', 'performanceTimeSpanPct': -7.1242}, {'timeSpan': '1PA', 'nameTimeSpan': '2024', 'performanceTimeSpanPct': 12.0851}, {'timeSpan': '2PA', 'nameTimeSpan': '2023', 'performanceTimeSpanPct': None}, {'timeSpan': '3PA', 'nameTimeSpan': '2022', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 8.4721}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': 18.1885, 'sharpeRatio': 0.7749, 'excessReturn': 10.8273, 'volatility': 13.9722, 'maxDrawdown': -1.8365, 'countMonthsPositivePerformance': 100.0, 'oneMonthHigh': 11.0073, 'oneMonthLow': 11.0073, 'highQuote': 10.89, 'lowQuote': 9.63, 'avgPrice': 10.41}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -1.6431, 'sharpeRatio': -0.4692, 'excessReturn': -10.2565, 'volatility': 21.8601, 'maxDrawdown': -20.9637, 'countMonthsPositivePerformance': 33.3333, 'oneMonthHigh': 11.0073, 'oneMonthLow': -10.084, 'highQuote': 11.83, 'lowQuote': 9.35, 'avgPrice': 10.53}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': -0.3168, 'sharpeRatio': -0.317, 'excessReturn': -4.6927, 'volatility': 14.8037, 'maxDrawdown': -21.9533, 'countMonthsPositivePerformance': 58.3333, 'oneMonthHigh': 11.0073, 'oneMonthLow': -10.084, 'highQuote': 11.98, 'lowQuote': 9.35, 'avgPrice': 10.99}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre'}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]",DK0LP7,,,0.12,,,0.0,,,,False
