date,DE0005933931,DE0006289390,DE000A0F5UF5,DE000A0F5UG3,DE000ETFL474,IE0005042456,IE000NBRE3P7,IE00B53SZB19,IE00B5BMR087,IE00B6X2VY59,IE00BCRY6557,IE00BFY0GT14,IE00BJK55C48,IE00BJQRDN15,IE00BKWQ0G16,IE00BM67HX07,IE00BZ02LR44,IE00BZ048462,LU0274211480,LU0340285161,LU1109942653,LU1109943388,LU1681040900,LU1829219390,LU1900066033
2024-08-22,169.88,542.68,208.47,30.84,28.01,30.0,5.26,1113.16,588.42,113.02,106.25,38.06,5.34,75.19,86.1,92.17,42.0,6.06,174.12,474.58,21.96,22.12,125.51,158.85,47.74
2024-08-23,171.16,548.83,210.91,30.98,28.13,30.15,5.26,1126.22,595.19,113.04,106.27,38.5,5.35,76.3,86.85,93.2,42.58,6.06,175.43,480.09,21.96,22.13,125.58,160.49,48.52
2024-08-26,171.01,549.72,208.73,30.87,28.0,,,,,,,38.42,,76.02,86.83,92.92,42.42,,175.28,479.07,21.98,22.14,125.57,160.16,47.52
2024-08-27,171.6,549.92,209.42,30.93,28.12,30.21,5.26,1118.24,594.3,113.1,106.29,38.49,5.35,76.21,87.26,93.07,42.5,6.07,175.89,479.81,21.99,22.15,125.6,161.5,47.85
2024-08-28,172.53,547.79,206.95,31.02,28.18,30.2,5.26,1105.05,590.75,113.08,106.3,38.32,5.35,76.0,87.59,92.53,42.27,6.07,176.84,477.71,22.01,22.17,125.64,161.64,47.46
2024-08-29,173.72,551.17,206.68,31.33,28.5,30.36,5.26,1103.6,590.75,113.14,106.33,38.33,5.36,75.88,87.79,92.52,42.09,6.07,178.06,477.87,22.03,22.2,125.66,162.36,46.65
2024-08-30,173.67,554.43,209.35,31.29,28.5,30.35,5.26,1117.9,596.78,113.15,106.35,38.64,5.36,76.53,88.1,93.44,42.49,6.07,178.01,481.72,22.04,22.21,125.73,163.68,47.45
2024-09-02,173.89,,,31.44,28.56,30.3,5.26,,,113.18,106.35,38.62,5.36,76.51,88.07,93.44,42.46,,178.23,,22.06,22.22,125.74,163.67,47.44
2024-09-03,172.2,546.18,202.77,30.94,28.22,30.06,5.26,1082.73,584.21,113.18,106.36,37.95,5.36,75.31,87.04,91.47,41.65,6.07,176.5,473.12,22.06,22.22,125.74,160.6,44.48
2024-09-04,170.77,546.68,202.38,30.52,27.84,29.96,5.26,1080.64,583.29,113.13,106.39,37.79,5.35,74.87,86.6,91.33,41.46,6.07,175.04,471.13,22.02,22.19,125.77,159.78,43.47
2024-09-05,170.63,543.75,202.48,30.4,27.75,29.87,5.27,1081.2,581.55,113.19,106.42,37.66,5.36,74.4,87.04,91.05,41.33,6.08,174.9,469.49,22.03,22.19,125.79,161.58,43.47
2024-09-06,168.11,538.26,197.06,29.87,27.32,29.65,5.27,1052.26,571.57,113.21,106.44,37.14,5.36,73.55,85.84,89.49,40.73,6.08,172.31,463.08,22.04,22.2,125.83,158.66,41.78
2024-09-09,169.41,544.7,199.62,30.12,27.55,29.98,5.27,1065.96,578.24,113.22,106.46,37.44,5.36,74.1,86.91,90.53,41.1,6.08,173.64,466.76,22.05,22.21,125.87,160.54,42.62
2024-09-10,167.77,543.52,201.42,30.01,27.34,29.74,5.27,1075.57,580.84,113.19,106.46,37.49,5.36,74.04,86.09,90.94,41.27,6.08,171.97,467.51,22.05,22.21,125.89,158.14,43.26
2024-09-11,168.36,545.18,205.78,30.18,27.58,29.7,5.27,1098.87,587.04,113.02,106.48,37.78,5.36,74.63,86.14,91.92,41.74,6.08,172.58,471.0,22.02,22.19,125.91,158.57,45.33
2024-09-12,170.09,548.31,207.77,30.56,28.0,29.87,5.27,1109.5,591.44,113.1,106.49,38.13,5.36,75.39,87.08,92.6,42.2,6.08,174.35,475.33,22.04,22.2,125.92,161.18,46.01
2024-09-13,171.75,552.29,208.77,30.81,28.22,29.99,5.27,1114.83,594.72,113.16,106.51,38.38,5.37,76.03,87.81,93.11,42.48,6.08,176.05,478.49,22.06,22.22,126.0,162.41,46.32
2024-09-16,171.14,555.48,207.79,30.71,28.15,30.01,5.27,1109.62,595.57,113.22,106.54,38.45,5.37,76.36,87.9,93.24,42.57,6.08,175.42,479.3,22.08,22.24,126.01,162.5,45.64
2024-09-17,171.99,555.26,207.89,30.93,28.34,30.12,5.27,1110.16,595.74,113.28,106.55,38.44,5.38,76.28,88.46,93.26,42.53,6.09,176.3,479.28,22.1,22.26,126.05,164.37,45.49
2024-09-18,171.86,553.9,206.95,30.77,28.26,29.92,5.27,1105.13,594.02,113.34,106.56,38.33,5.38,76.04,88.21,92.99,42.31,6.09,176.16,477.86,22.11,22.27,126.06,164.51,44.94
2024-09-19,174.53,560.86,212.27,31.42,28.88,30.19,5.28,1133.57,604.13,113.56,106.61,38.97,5.39,77.31,89.44,94.56,43.04,6.09,178.9,485.75,22.14,22.31,126.08,166.91,46.49
2024-09-20,171.94,561.36,211.75,31.0,28.54,29.83,5.28,1130.8,602.96,113.59,106.61,38.83,5.39,76.93,89.02,94.37,42.81,6.09,176.24,484.07,22.15,22.31,126.14,166.74,46.1
2024-09-23,173.1,562.15,212.4,31.11,28.56,29.94,5.28,1134.24,604.66,113.58,106.64,38.95,5.39,77.14,88.96,94.64,42.9,6.09,177.43,485.59,22.16,22.32,126.14,163.69,46.34
2024-09-24,174.47,563.26,213.39,31.35,28.75,30.02,5.28,1139.52,606.18,113.58,106.67,39.1,5.4,77.47,89.41,94.87,43.11,6.09,178.84,487.43,22.18,22.34,126.18,164.7,47.13
2024-09-25,173.76,559.33,213.68,31.25,28.66,29.97,5.28,1141.1,605.05,113.57,106.67,39.03,5.39,77.36,88.87,94.7,43.1,6.09,178.11,486.61,22.18,22.35,126.21,164.1,47.7
2024-09-26,176.69,562.8,215.21,31.8,29.18,30.05,5.28,1149.25,607.53,113.64,106.72,39.29,5.4,78.11,90.32,95.08,43.41,6.1,181.12,489.88,22.19,22.36,126.24,168.49,48.79
2024-09-27,178.85,564.63,214.07,31.94,29.32,30.18,5.28,1143.15,606.78,113.65,106.72,39.38,5.4,78.24,90.53,94.96,43.44,6.1,183.33,490.94,22.2,22.36,126.29,168.32,48.15
2024-09-30,177.48,564.83,214.63,31.51,28.93,29.87,5.28,1146.13,609.39,113.68,106.74,39.34,5.4,77.93,89.59,95.36,43.36,6.1,181.93,490.45,22.2,22.37,126.31,165.89,47.57
2024-10-01,176.46,562.52,211.55,31.32,28.63,30.02,5.28,1129.71,603.73,113.67,106.76,39.03,5.41,77.22,88.43,94.47,42.94,6.1,180.88,486.56,22.21,22.38,126.35,161.18,46.88
2024-10-02,176.01,563.07,211.89,31.38,28.69,30.07,5.28,1131.55,603.84,113.75,106.76,38.95,5.41,76.95,88.51,94.49,42.79,6.1,180.42,485.58,22.21,22.38,126.37,161.03,47.48
2024-10-03,174.64,560.59,211.79,31.13,28.45,30.05,5.29,1131.01,602.83,113.86,106.8,38.85,5.41,76.68,87.81,94.32,42.73,6.11,179.02,484.26,22.22,22.38,126.41,160.26,48.13
2024-10-04,175.61,565.26,214.37,31.35,28.64,30.04,5.29,1144.81,608.34,114.04,106.81,39.09,5.41,77.07,88.82,95.21,42.95,6.11,180.01,487.24,22.21,22.37,126.49,163.08,48.95
2024-10-07,175.45,559.92,211.86,31.36,28.7,30.12,5.29,1131.4,602.51,114.15,106.81,38.88,5.41,77.03,89.12,94.27,42.78,6.11,179.85,484.64,22.2,22.37,126.52,165.06,49.31
2024-10-08,175.1,561.59,215.15,31.35,28.77,29.71,5.29,1148.94,608.35,114.14,106.82,39.04,5.4,77.53,88.61,95.21,43.1,6.11,179.5,486.69,22.2,22.36,126.57,164.63,50.23
2024-10-09,176.83,567.34,216.87,31.63,28.99,29.91,5.29,1158.13,612.69,114.17,106.84,39.28,5.4,78.03,89.1,95.9,43.26,6.11,181.27,489.58,22.2,22.36,126.59,164.59,50.78
2024-10-10,176.43,566.6,216.58,31.51,28.91,29.9,5.29,1156.59,611.5,114.24,106.88,39.22,5.41,77.81,89.38,95.71,43.19,6.11,180.85,488.91,22.2,22.37,126.61,165.31,50.95
2024-10-11,177.92,572.06,216.9,31.72,29.14,29.95,5.29,1158.31,615.21,114.3,106.89,39.45,5.41,78.37,89.96,96.31,43.39,6.11,182.39,491.7,22.21,22.38,126.67,166.33,51.09
2024-10-14,179.16,574.73,218.68,32.04,29.45,30.09,5.29,1167.83,619.95,114.34,106.91,39.67,5.41,78.99,90.49,97.07,43.7,,183.65,,22.24,22.41,126.65,167.36,52.02
2024-10-15,178.95,570.38,215.69,31.23,28.94,29.94,5.29,1151.86,615.27,114.39,106.92,39.41,5.42,78.49,90.69,96.32,43.46,6.11,183.44,491.27,22.27,22.43,126.63,167.66,49.96
2024-10-16,178.46,574.87,215.84,31.05,28.79,30.23,5.29,1152.66,618.16,114.39,106.94,39.48,5.42,78.8,90.63,96.78,43.62,6.12,182.94,492.17,22.27,22.44,126.66,167.17,50.14
2024-10-17,179.85,577.02,216.02,31.2,28.98,30.43,5.29,1153.59,618.06,114.54,106.97,39.51,5.43,78.68,91.48,96.77,43.61,6.12,184.36,492.52,22.29,22.46,126.68,168.5,50.6
2024-10-18,180.52,577.56,217.45,31.48,29.19,30.34,5.3,1161.21,620.54,114.59,107.0,39.67,5.43,78.87,91.82,97.17,43.73,6.12,185.05,494.53,22.31,22.47,126.77,169.74,51.02
2024-10-21,178.72,573.03,217.84,31.2,28.9,30.19,5.3,1163.32,619.43,114.65,107.01,39.54,5.43,78.32,91.0,96.99,43.62,6.12,183.21,492.86,22.32,22.49,126.8,167.9,51.79
2024-10-22,178.36,572.93,218.08,31.2,28.93,30.15,5.3,1164.57,619.13,114.67,107.03,39.44,5.43,77.91,90.82,96.94,43.52,6.12,182.84,491.67,22.31,22.48,126.79,167.82,51.69
2024-10-23,177.95,567.45,214.69,31.12,28.83,29.98,5.3,1146.47,613.45,114.72,107.05,39.09,5.43,77.35,90.39,96.02,43.11,6.12,182.42,487.23,22.31,22.48,126.83,166.99,50.92
2024-10-24,178.55,565.57,216.46,31.11,28.84,30.02,5.3,1155.94,614.76,114.75,107.09,39.19,5.44,77.63,90.32,96.24,43.31,6.13,183.03,488.5,22.32,22.49,126.86,165.79,51.04
2024-10-25,178.74,562.09,217.73,31.19,28.85,29.94,5.3,1162.75,614.58,114.77,107.1,39.17,5.43,77.25,89.9,96.21,43.34,6.13,183.23,488.3,22.33,22.49,126.92,165.94,51.31
2024-10-28,179.36,565.71,217.72,31.34,29.03,30.08,5.3,1162.66,616.21,114.8,107.11,39.29,5.44,77.58,90.7,96.47,43.44,6.13,183.87,489.72,22.34,22.51,126.95,167.57,51.17
2024-10-29,178.87,563.64,219.86,31.16,28.95,29.84,5.3,1174.06,617.21,114.83,107.12,39.3,5.44,77.61,90.64,96.63,43.49,6.13,183.36,489.89,22.36,22.52,126.99,167.18,51.9
2024-10-30,176.84,562.42,218.11,30.78,28.62,29.62,5.3,1164.74,615.17,114.81,107.12,39.18,5.44,77.26,89.68,96.3,43.38,6.13,181.28,488.4,22.36,22.53,126.99,166.34,50.6
2024-11-01,176.82,561.2,214.33,30.76,28.69,29.68,5.3,1144.58,606.26,114.87,107.15,38.7,5.43,76.58,90.19,94.85,42.7,6.13,181.26,482.36,22.34,22.51,127.06,170.14,49.41
2024-11-04,175.83,557.75,213.58,30.56,28.53,29.71,5.3,1140.6,604.58,114.9,107.17,38.66,5.43,76.63,90.31,94.58,42.67,6.13,180.25,481.85,22.35,22.52,127.09,170.9,49.29
2024-11-05,176.83,563.45,216.4,30.76,28.71,29.67,5.3,1155.65,612.0,114.96,107.17,39.05,5.43,77.57,90.87,95.75,43.1,6.14,181.27,486.7,22.35,22.52,127.09,171.67,50.15
2024-11-06,174.83,583.56,222.33,30.24,28.26,29.65,5.31,1187.27,627.48,115.17,107.2,39.68,5.44,78.64,90.64,98.2,43.89,6.14,179.23,494.5,22.38,22.54,127.16,166.43,52.15
2024-11-07,177.8,583.55,225.76,30.52,28.43,29.6,5.31,1205.57,632.16,115.22,107.22,40.05,5.44,79.42,90.65,98.9,44.35,6.14,182.27,499.18,22.37,22.54,127.19,166.41,52.75
2024-11-08,176.45,587.01,225.95,30.33,28.34,29.35,5.31,1206.6,634.65,115.2,107.23,40.1,5.44,79.72,89.6,99.3,44.47,6.14,180.88,499.73,22.38,22.55,127.25,164.89,52.97
2024-11-11,178.59,,,30.62,28.67,29.54,5.31,1205.96,635.26,115.27,107.23,40.14,5.45,80.01,91.05,99.4,44.64,,183.08,,22.4,22.56,127.28,167.44,52.57
2024-11-12,174.77,586.07,225.44,30.03,28.2,29.18,5.31,1203.9,633.45,115.31,107.25,39.92,5.45,79.68,89.17,99.11,44.42,6.14,179.17,497.39,22.4,22.57,127.28,163.96,52.39
2024-11-13,174.49,586.69,225.07,30.0,28.15,29.2,5.31,1201.93,633.62,115.34,107.26,39.85,5.45,79.42,89.18,99.14,44.28,6.14,178.88,496.59,22.4,22.57,127.29,163.98,51.62
2024-11-14,176.89,583.92,223.58,30.67,28.64,29.38,5.31,1193.96,629.85,115.39,107.3,39.71,5.46,79.14,90.15,98.53,44.04,6.15,181.34,494.75,22.42,22.58,127.28,166.93,51.72
2024-11-15,176.4,579.97,218.23,30.37,28.4,29.36,5.31,1165.39,621.6,115.37,107.29,39.26,5.46,78.44,90.62,97.2,43.46,6.15,180.84,489.24,22.42,22.59,127.33,168.0,50.55
2024-11-18,176.2,579.43,219.79,30.34,28.46,29.52,5.31,1173.75,624.12,115.36,107.3,39.41,5.45,78.51,91.15,97.61,43.58,6.15,180.63,491.03,22.43,22.6,127.36,169.41,50.29
2024-11-19,175.01,577.81,221.34,30.1,28.28,29.49,5.31,1182.05,626.59,115.24,107.3,39.57,5.45,78.63,90.33,98.0,43.88,6.15,179.42,493.08,22.43,22.6,127.36,166.53,51.08
2024-11-20,174.5,579.66,221.15,29.96,28.21,29.43,5.31,1181.05,626.62,115.25,107.32,39.51,5.45,78.48,90.42,98.01,43.74,6.15,178.9,492.27,22.43,22.6,127.37,165.78,50.84
2024-11-21,175.8,585.87,221.97,30.14,28.43,29.69,5.31,1185.43,630.05,115.15,107.34,39.73,5.45,79.39,91.09,98.57,43.9,6.15,180.23,495.06,22.43,22.6,127.39,165.78,51.17
2024-11-22,177.42,591.55,222.35,30.35,28.52,30.1,5.31,1187.46,632.26,115.08,107.37,39.86,5.46,79.73,90.88,98.93,43.97,6.15,181.89,496.7,22.44,22.6,127.46,162.87,51.45
2024-11-25,178.18,597.4,222.65,30.41,28.53,30.21,5.31,1189.07,634.17,115.08,107.37,40.03,5.46,80.18,91.1,99.24,44.11,6.15,182.66,498.78,22.45,22.62,127.48,162.16,50.72
2024-11-26,177.17,599.12,223.91,30.12,28.3,30.09,5.31,1195.8,637.83,115.08,107.37,40.12,5.46,80.35,90.44,99.84,44.25,6.15,181.64,499.93,22.45,22.62,127.5,160.23,50.34
2024-11-27,176.86,597.39,222.01,29.89,28.04,30.14,5.31,1185.67,635.44,115.04,107.37,40.08,5.46,80.03,90.16,99.44,44.15,6.16,181.31,499.38,22.45,22.61,127.51,159.33,49.2
2024-11-28,178.36,,,30.08,28.22,30.18,5.32,,,115.1,107.41,40.11,5.46,80.11,90.78,99.45,44.17,,182.86,499.81,22.45,22.62,127.53,160.71,49.37
2024-11-29,180.2,599.92,224.01,30.38,28.52,30.21,5.32,1196.31,639.05,115.14,107.43,40.34,5.46,80.49,91.32,100.01,44.42,6.16,184.74,502.59,22.45,22.62,,161.71,49.97
2024-12-02,183.02,598.47,226.51,30.56,28.78,30.3,5.32,1209.66,640.68,115.15,107.44,40.42,5.47,80.69,91.84,100.26,44.58,6.16,187.63,503.62,22.47,22.63,127.61,161.85,51.33
2024-12-03,183.78,597.45,227.21,30.79,28.98,30.47,5.32,1213.4,640.98,115.23,107.44,40.56,5.48,80.94,92.09,100.31,44.64,6.16,188.42,505.26,22.49,22.66,127.63,163.62,51.51
2024-12-04,185.76,601.56,230.02,31.1,29.33,30.38,5.32,1228.42,644.87,115.35,107.46,40.76,5.49,81.41,92.62,100.9,45.07,6.16,190.44,507.84,22.51,22.68,127.65,164.72,52.42
2024-12-05,186.92,598.24,229.32,31.36,29.69,30.44,5.32,1224.65,643.69,115.54,107.47,40.75,5.49,81.47,94.11,100.72,45.08,6.16,191.64,507.7,22.53,22.7,127.67,169.88,51.84
2024-12-06,187.16,596.58,231.44,31.44,29.7,30.29,5.32,1236.03,645.36,115.65,107.49,40.82,5.5,81.67,93.76,100.97,45.17,6.17,191.88,508.6,22.56,22.72,127.74,169.48,51.88
2024-12-09,186.8,593.46,229.51,31.42,29.62,30.45,5.32,1225.72,641.47,115.75,107.5,40.64,5.5,80.84,93.75,100.37,44.91,6.17,191.51,506.33,22.59,22.76,127.76,170.07,51.26
2024-12-10,186.65,591.46,228.73,31.25,29.47,30.18,5.32,1221.57,639.58,115.79,107.55,40.42,5.51,80.08,93.4,100.08,44.72,6.17,191.35,503.58,22.6,22.77,127.77,170.33,50.6
2024-12-11,187.29,590.12,232.97,31.26,29.5,30.26,5.32,1244.2,644.81,115.79,107.53,40.69,5.51,80.48,93.65,100.89,45.19,6.17,192.01,506.95,22.61,22.78,127.81,169.95,51.73
2024-12-12,187.54,586.98,231.38,31.25,29.45,30.3,5.32,1235.69,641.31,115.84,107.57,40.52,5.51,80.27,93.54,100.35,44.94,6.17,192.27,504.81,22.62,22.79,127.82,170.4,51.56
2024-12-13,187.35,585.84,233.16,31.26,29.56,30.26,5.32,1245.2,641.36,115.86,107.58,40.43,5.51,79.93,93.79,100.35,44.68,6.17,192.08,503.67,22.62,22.79,127.9,171.13,53.07
2024-12-16,186.5,584.41,236.54,31.15,29.58,30.12,5.32,1263.29,643.87,115.85,107.58,40.54,5.5,79.71,93.82,100.74,44.79,6.17,191.21,504.97,22.63,22.79,127.92,171.37,54.01
2024-12-17,185.88,580.83,235.52,31.11,29.42,29.88,5.32,1257.82,641.39,115.81,107.59,40.38,5.5,79.18,92.9,100.36,44.66,6.17,190.57,503.0,22.62,22.79,127.94,168.23,53.34
2024-12-18,185.84,565.83,227.04,31.25,29.58,29.89,5.32,1212.56,622.48,115.81,107.59,39.41,5.5,77.47,93.17,97.43,43.52,6.18,190.53,490.94,22.62,22.79,127.95,169.62,52.3
2024-12-19,183.34,566.03,225.98,30.71,29.09,29.57,5.33,1206.9,621.94,115.74,107.61,39.15,5.5,76.89,92.02,97.3,43.25,6.18,187.97,487.72,22.6,22.77,127.94,167.44,51.95
2024-12-20,182.56,572.67,227.88,30.64,28.97,29.49,5.33,1217.08,628.73,115.74,107.62,39.44,5.5,77.58,91.37,98.37,43.49,6.18,187.17,491.3,22.59,22.76,128.01,166.02,52.32
2024-12-23,182.22,573.54,230.19,30.6,28.9,29.55,5.33,1229.42,633.34,115.79,107.64,39.68,5.5,77.87,91.52,99.1,43.82,6.18,186.83,494.19,22.6,22.77,128.03,166.0,54.12
2024-12-24,,,,,,29.68,5.33,1246.24,640.33,115.81,107.66,40.02,,78.28,91.71,100.19,44.19,6.18,186.82,498.51,22.61,22.78,128.07,166.06,54.62
2024-12-25,,,,,,,,,,,,,,78.28,,,,,,,,,,,
2024-12-26,,,,,,,,,,,,,,78.28,,,,,,,,,,,
2024-12-27,183.46,574.64,229.86,30.89,29.15,29.73,5.33,1227.66,633.08,115.87,107.69,39.79,5.5,78.07,92.44,99.06,43.81,6.18,188.1,495.61,22.62,22.78,128.13,168.21,54.2
2024-12-30,182.77,569.03,226.9,30.77,28.95,29.62,5.33,1211.86,626.31,115.87,107.71,39.41,5.5,77.38,92.42,97.98,43.39,6.19,187.39,490.8,22.63,22.8,128.17,168.81,53.8
2025-01-01,,,,,,29.81,,1201.32,623.67,,,39.29,,77.24,92.88,97.57,43.18,6.19,187.39,489.36,22.63,22.79,128.17,169.61,53.24
2025-01-02,183.83,566.57,224.53,31.02,29.23,30.13,5.33,1199.21,622.3,115.93,107.74,39.24,5.51,77.29,92.97,97.35,43.11,6.19,188.48,488.69,22.63,22.8,128.2,168.89,54.08
2025-01-03,182.74,571.18,228.3,30.76,29.03,30.0,5.33,1219.37,630.18,115.93,107.73,39.61,5.51,77.87,93.07,98.6,43.64,6.19,187.36,493.3,22.63,22.8,128.26,168.49,55.21
2025-01-06,185.58,570.88,230.8,31.39,29.72,30.1,5.33,1232.72,633.71,115.95,107.75,39.89,5.5,78.24,94.11,99.15,43.94,6.19,190.28,496.71,22.64,22.81,128.29,172.34,56.53
2025-01-07,186.72,568.49,226.66,31.52,29.89,30.08,5.33,1210.61,626.68,115.99,107.74,39.57,5.5,77.84,94.31,98.05,43.47,6.19,191.45,492.8,22.64,22.81,128.3,172.89,55.45
2025-01-08,186.63,569.91,226.76,31.41,29.82,30.1,5.33,1211.13,627.67,116.0,107.76,39.56,5.49,78.01,94.49,98.19,43.44,6.19,191.35,492.62,22.62,22.79,128.32,173.89,55.38
2025-01-09,186.51,,,31.58,29.93,30.36,5.33,,,116.01,107.77,39.56,5.49,78.0,94.78,98.2,43.43,6.19,191.23,,22.58,22.75,128.34,174.74,55.34
2025-01-10,185.57,560.62,223.19,31.24,29.69,30.1,5.33,1192.09,618.1,116.05,107.79,38.99,5.48,76.7,93.81,96.66,42.78,6.2,190.26,485.56,22.56,22.73,128.39,174.2,54.51
2025-01-13,184.81,565.39,222.51,31.09,29.52,30.01,5.33,1188.46,619.07,116.03,107.8,38.96,5.46,76.63,93.62,96.81,42.71,6.2,189.49,485.11,22.52,22.68,128.4,175.39,54.14
2025-01-14,186.08,568.34,222.22,31.21,29.78,29.93,5.34,1186.89,619.78,116.07,107.81,39.04,5.47,77.1,94.28,96.92,42.69,6.2,190.79,486.11,22.53,22.7,128.42,178.31,53.64
2025-01-15,188.87,577.73,227.36,31.63,30.18,30.29,5.34,1214.35,631.18,116.1,107.81,39.7,5.48,78.3,96.02,98.75,43.55,6.2,193.65,494.32,22.57,22.73,128.44,180.47,54.42
2025-01-16,189.61,576.81,225.78,31.76,30.46,30.63,5.34,1205.96,629.86,116.21,107.86,39.72,5.49,78.67,96.55,98.55,43.54,6.2,194.41,494.65,22.6,22.77,128.45,180.47,54.77
2025-01-17,191.88,581.27,229.53,32.17,30.68,31.04,5.34,1225.96,636.16,116.29,107.87,40.05,5.49,79.18,97.29,99.56,43.89,6.2,196.74,498.75,22.62,22.78,128.52,181.56,56.09
2025-01-20,192.68,,,32.29,30.83,31.1,5.34,,,116.34,107.88,40.16,5.5,79.44,97.58,99.56,44.0,,197.56,,22.63,22.8,128.53,183.77,55.7
2025-01-21,193.15,588.51,230.86,32.38,30.77,31.2,5.34,1233.08,641.75,116.37,107.9,40.47,5.5,80.18,97.81,100.45,44.42,6.2,198.04,503.94,22.64,22.81,128.54,183.5,56.34
2025-01-22,195.1,590.26,233.93,32.56,31.05,31.19,5.34,1249.45,645.69,116.42,107.91,40.69,5.5,80.73,97.99,101.08,44.82,6.2,200.04,506.71,22.65,22.82,128.58,181.75,57.38
2025-01-23,196.54,595.7,234.44,32.76,31.11,31.26,5.34,1252.19,649.13,116.46,107.92,40.88,5.5,81.09,99.18,101.63,44.98,6.21,201.52,509.08,22.66,22.83,128.58,185.41,57.3
2025-01-24,196.39,593.87,233.08,32.81,31.06,31.03,5.34,1244.93,647.33,116.48,107.94,40.89,5.5,81.11,98.85,101.33,44.94,6.21,201.36,509.19,22.66,22.83,128.65,185.94,55.9
2025-01-27,195.35,597.71,226.15,32.54,30.62,31.04,5.34,1207.93,637.89,116.44,107.94,40.43,5.5,80.1,99.23,99.84,44.14,6.21,200.3,503.43,22.66,22.83,128.64,186.16,50.51
2025-01-28,196.71,599.53,229.74,32.5,30.58,31.15,5.34,1227.12,643.77,116.51,107.96,40.67,5.51,80.31,99.72,100.77,44.54,6.21,201.7,506.45,22.67,22.84,128.69,186.91,51.95
2025-01-29,198.61,597.7,229.19,32.76,31.04,31.24,5.34,1224.16,640.76,116.58,107.97,40.59,5.51,80.3,100.49,100.29,44.28,6.21,203.64,505.44,22.7,22.87,128.71,188.9,51.64
2025-01-30,199.43,599.94,230.22,32.98,31.29,31.56,5.35,1229.68,644.15,116.68,108.01,40.85,5.52,80.67,100.86,100.83,44.42,6.21,204.49,508.74,22.73,22.9,128.73,189.07,52.49
2025-01-31,199.48,595.42,229.91,33.05,31.37,31.66,5.35,1228.05,640.93,116.8,108.04,40.68,5.53,80.12,100.63,100.33,44.18,6.21,204.53,506.54,22.76,22.93,128.78,187.97,52.29
2025-02-03,196.68,593.75,227.97,32.56,30.93,31.33,5.35,1217.7,636.09,116.65,108.04,40.25,5.53,79.17,99.39,99.56,43.63,6.22,201.67,501.24,22.73,22.9,128.77,184.71,51.24
2025-02-04,197.4,595.54,230.86,32.84,31.33,31.28,5.35,1233.09,640.69,116.74,108.06,40.57,5.54,79.47,99.93,100.29,43.93,6.22,202.4,505.18,22.76,22.93,128.8,187.8,51.71
2025-02-05,198.13,599.78,231.83,32.84,31.43,31.47,5.35,1238.29,643.21,116.77,108.06,40.81,5.55,80.43,100.31,100.68,44.14,6.22,203.15,508.1,22.79,22.96,128.83,189.1,52.97
2025-02-06,201.03,598.09,233.07,33.42,31.96,31.85,5.35,1244.91,645.55,116.84,108.09,40.97,5.56,80.86,102.37,101.06,44.31,6.22,206.13,510.12,22.82,22.98,128.84,196.13,53.76
2025-02-07,199.97,592.14,230.05,33.29,31.86,31.75,5.35,1228.79,639.46,116.84,108.1,40.64,5.56,80.38,102.4,100.1,43.93,6.22,205.05,506.01,22.82,22.99,128.9,196.2,53.54
2025-02-10,201.12,594.46,232.9,33.47,32.06,32.0,5.35,1244.06,643.83,116.85,108.1,40.87,5.56,80.61,102.63,100.79,44.11,6.22,206.22,508.84,22.83,23.0,128.94,195.34,54.57
2025-02-11,202.27,596.13,232.23,33.66,32.32,32.04,5.35,1240.46,644.06,116.86,108.11,40.88,5.56,80.6,103.27,100.82,44.02,6.22,207.4,508.96,22.84,23.01,128.96,198.33,54.42
2025-02-12,203.28,593.12,232.5,33.74,32.41,32.15,5.35,1241.93,642.36,116.9,108.12,40.81,5.55,80.23,103.81,100.56,43.85,6.22,208.44,508.08,22.84,23.01,129.0,200.63,54.01
2025-02-13,207.54,597.69,235.84,34.36,32.84,32.02,5.35,1259.73,649.06,117.02,108.16,41.3,5.56,81.14,104.18,101.6,44.44,6.23,212.81,514.19,22.87,23.04,129.04,199.9,54.5
2025-02-14,206.56,595.75,236.75,34.37,32.75,31.9,5.35,1264.66,649.14,117.06,108.17,41.36,5.57,80.97,104.01,101.61,44.49,6.23,211.8,514.91,22.9,23.07,129.1,201.31,54.16
2025-02-17,209.17,,,34.51,32.97,32.03,5.35,,,117.11,108.17,41.39,5.57,81.13,105.02,101.61,44.54,,214.48,,22.91,23.08,129.13,202.96,54.57
2025-02-18,209.59,595.92,237.28,34.68,33.14,32.02,5.35,1267.47,650.81,117.18,108.19,41.49,5.57,81.56,106.21,101.87,44.69,6.23,214.91,516.51,22.94,23.11,129.13,206.93,54.98
2025-02-19,205.82,596.87,237.4,34.21,32.71,31.82,5.35,1268.09,652.36,117.19,108.19,41.45,5.57,81.53,104.89,102.11,44.71,6.23,211.04,516.02,22.93,23.1,129.17,203.65,55.52
2025-02-20,204.72,590.88,236.27,34.28,32.71,31.71,5.36,1262.12,649.61,117.24,108.22,41.31,5.57,81.3,104.62,101.69,44.66,6.23,209.92,514.35,22.93,23.1,129.18,203.74,55.24
2025-02-21,204.47,580.86,231.42,34.48,32.76,31.7,5.36,1236.21,638.54,117.22,108.24,40.78,5.57,80.11,105.31,99.98,44.01,6.24,209.66,507.7,22.94,23.11,129.26,205.35,54.03
