date,DE0005933931,DE0006289390,DE000A0F5UF5,DE000A0F5UG3,DE000ETFL474,IE0005042456,IE000NBRE3P7,IE00B53SZB19,IE00B5BMR087,IE00B6X2VY59,IE00BCRY6557,IE00BFY0GT14,IE00BJK55C48,IE00BJQRDN15,IE00BKWQ0G16,IE00BM67HX07,IE00BZ02LR44,IE00BZ048462,LU0274211480,LU0340285161,LU1109942653,LU1109943388,LU1681040900,LU1829219390,LU1900066033
2025-02-24,205.73,581.29,228.62,34.25,32.56,31.7,5.36,1221.26,635.39,117.21,108.24,40.62,5.58,79.85,105.18,99.49,43.83,6.24,210.96,505.72,22.95,23.12,129.29,206.4,52.61
2025-02-25,205.59,583.41,225.79,34.21,32.46,31.73,5.36,1206.12,632.42,117.15,108.25,40.48,5.57,79.74,106.18,99.03,43.56,6.24,210.81,503.9,22.94,23.11,129.3,209.78,51.19
2025-02-26,209.11,580.89,226.27,34.8,33.04,31.96,5.36,1208.72,632.52,117.18,108.26,40.55,5.58,80.07,108.51,99.05,43.67,6.24,214.42,504.81,22.96,23.13,129.32,214.88,52.3
2025-02-27,206.87,578.3,220.05,34.52,32.73,32.09,5.36,1175.45,622.49,117.19,108.29,39.98,5.58,78.94,108.38,97.49,42.92,6.24,212.13,497.75,22.97,23.14,129.35,214.19,49.85
2025-02-28,206.88,586.56,223.64,34.53,32.52,32.29,5.36,1194.64,632.42,117.11,108.3,40.39,5.59,79.41,108.71,99.03,43.32,6.24,212.13,502.77,22.98,23.15,129.36,213.87,50.46
2025-03-03,212.34,578.02,218.72,34.82,32.93,32.51,5.36,1168.38,621.34,117.2,108.29,40.02,5.59,78.74,110.18,97.29,42.82,6.24,217.74,498.21,23.0,23.17,129.38,217.33,47.9
2025-03-04,204.82,569.05,217.94,33.92,31.9,32.1,5.36,1164.22,613.75,117.11,108.31,39.53,5.58,77.58,106.83,96.11,42.42,6.24,210.02,492.15,22.99,23.16,129.38,208.48,47.65
2025-03-05,211.73,575.54,220.9,34.81,32.67,32.09,5.36,1180.03,620.61,117.43,108.3,40.1,5.57,78.83,109.03,97.18,43.05,6.24,217.11,499.18,22.96,23.13,129.39,219.26,47.47
2025-03-06,214.84,569.81,214.74,35.12,32.88,31.93,5.36,1147.16,609.57,117.5,108.32,39.61,5.56,78.16,109.42,95.49,42.52,6.25,220.3,493.17,22.89,23.06,129.41,224.87,45.44
2025-03-07,211.07,572.78,216.36,34.97,32.64,31.91,5.36,1155.84,613.01,117.54,108.33,39.72,5.56,78.4,108.97,96.02,42.55,6.25,216.43,494.43,22.88,23.05,129.45,223.93,46.28
2025-03-10,207.51,561.04,208.12,34.66,31.92,31.62,5.36,1111.81,596.57,117.57,108.34,38.78,5.56,76.8,107.04,93.5,41.43,6.25,212.78,482.74,22.87,23.04,129.44,217.46,44.58
2025-03-11,204.83,554.63,207.54,34.15,31.49,31.24,5.36,1108.71,592.06,117.58,108.35,38.48,5.55,75.91,105.39,92.82,41.1,6.25,210.03,479.01,22.84,23.01,129.45,213.82,44.24
2025-03-12,208.01,553.52,209.88,34.38,31.92,31.4,5.36,1121.24,594.96,117.52,108.35,38.69,5.55,76.33,106.95,93.26,41.45,6.25,213.3,481.65,22.82,22.99,129.46,217.46,45.6
2025-03-13,207.01,546.45,205.92,34.2,31.65,31.43,5.36,1100.08,586.74,117.25,108.38,38.23,5.53,75.4,106.84,92.0,40.98,6.25,212.27,475.95,22.79,22.96,129.42,216.17,45.52
2025-03-14,210.86,555.5,211.08,34.61,32.21,31.76,5.36,1127.64,599.31,117.29,108.39,38.94,5.53,76.91,108.42,93.93,41.76,6.25,216.22,484.74,22.76,22.93,129.48,221.72,46.74
2025-03-17,212.39,560.24,212.22,34.88,32.5,31.94,5.36,1133.77,603.19,117.3,108.4,39.28,5.53,77.69,109.37,94.51,42.03,6.25,217.8,488.92,22.78,22.94,129.5,224.04,46.65
2025-03-18,214.47,556.75,208.7,35.24,32.89,32.03,5.36,1114.95,596.78,117.36,108.41,39.02,5.54,77.35,111.02,93.53,41.69,6.25,219.93,485.68,22.81,22.98,129.54,229.59,45.93
2025-03-19,213.62,561.87,211.42,35.36,33.05,32.03,5.37,1129.45,603.23,117.34,108.42,39.33,5.55,77.93,111.06,94.51,42.02,6.25,219.05,489.55,22.83,23.0,129.56,229.34,46.54
2025-03-20,210.97,561.71,210.8,34.96,32.68,32.02,5.37,1126.18,601.97,117.39,108.45,39.24,5.55,77.73,110.03,94.32,41.94,6.26,216.34,488.48,22.85,23.02,129.58,224.2,46.77
2025-03-21,209.98,562.15,211.62,34.78,32.59,31.82,5.37,1130.54,602.48,117.33,108.46,39.21,5.55,77.56,109.9,94.4,41.89,6.26,215.32,488.05,22.85,23.02,129.62,224.52,46.54
2025-03-24,209.62,570.12,216.18,34.67,32.74,31.78,5.37,1154.91,613.11,117.36,108.47,39.7,5.55,78.5,110.42,96.03,42.49,6.26,214.96,494.12,22.86,23.03,129.66,225.71,47.41
2025-03-25,211.97,570.17,217.33,35.04,33.15,31.88,5.37,1161.05,614.09,117.4,108.48,39.82,5.55,78.73,112.06,96.18,42.62,6.26,217.37,495.6,22.86,23.03,129.67,230.46,47.26
2025-03-26,209.49,568.39,213.35,34.7,32.74,31.97,5.37,1139.82,607.24,117.39,108.49,39.42,5.55,78.1,111.58,95.13,42.04,6.26,214.83,490.65,22.86,23.03,129.69,228.32,45.8
2025-03-27,208.02,566.3,212.09,34.54,32.52,31.93,5.37,1133.04,605.23,117.35,108.51,39.29,5.55,77.74,111.3,94.83,41.9,6.26,213.32,489.01,22.82,22.99,129.68,226.61,44.67
2025-03-28,206.03,556.72,206.55,34.17,32.01,31.9,5.37,1103.45,593.3,117.3,108.52,38.66,5.55,76.57,109.89,93.0,41.21,6.26,211.27,481.17,22.8,22.97,129.71,221.68,43.66
2025-04-01,206.74,562.12,208.21,34.03,31.97,31.82,5.37,1112.34,598.91,117.18,108.53,38.82,5.54,76.78,109.43,93.86,41.31,6.26,212.01,483.17,22.76,22.93,129.74,221.27,43.49
2025-04-02,205.37,565.27,209.78,34.04,31.92,31.72,5.37,1120.72,602.95,117.18,108.53,39.03,5.54,77.19,109.32,94.49,41.55,6.26,210.61,485.71,22.77,22.93,129.75,220.66,43.55
2025-04-03,199.2,542.81,198.43,33.04,30.62,31.24,5.37,1060.15,573.79,116.91,108.56,37.58,5.52,74.11,104.92,89.98,40.27,6.26,204.27,467.77,22.68,22.85,129.7,209.75,39.65
2025-04-04,189.33,513.07,186.39,31.3,28.95,29.69,5.37,995.85,539.58,116.15,108.54,35.38,5.48,69.97,97.72,84.54,38.08,6.26,194.15,440.49,22.49,22.66,129.59,192.1,37.83
2025-04-07,181.51,508.38,186.74,29.76,27.73,28.39,5.37,997.72,538.32,115.83,108.54,34.76,5.42,68.64,93.33,84.26,37.37,6.26,186.14,432.6,22.25,22.41,129.45,184.79,37.9
2025-04-08,186.01,504.09,183.1,30.61,28.59,29.16,5.37,978.24,529.87,116.34,108.56,34.62,5.45,68.61,96.33,82.92,37.23,6.26,190.75,430.95,22.36,22.53,129.49,190.34,37.4
2025-04-09,180.42,543.75,205.1,29.67,27.73,28.31,5.37,1095.79,580.29,115.73,108.56,36.87,5.42,72.6,93.35,90.93,39.66,6.25,185.02,458.77,22.23,22.39,129.38,185.75,41.36
2025-04-10,188.59,530.22,196.52,30.96,29.07,29.22,5.37,1049.94,560.3,116.33,108.56,36.42,5.47,72.17,97.97,87.68,39.2,6.25,193.4,453.26,22.42,22.59,129.31,196.0,39.7
2025-04-11,186.87,538.5,200.23,30.98,28.98,29.4,5.37,1069.76,570.45,116.02,108.59,36.94,5.45,72.92,97.68,89.28,39.76,6.25,191.63,459.81,22.36,22.52,129.37,195.18,40.31
2025-04-14,192.19,542.65,201.36,31.78,29.82,30.03,5.37,1075.8,574.98,116.18,108.6,37.4,5.47,73.83,100.86,89.96,40.27,6.25,197.09,465.52,22.41,22.58,129.37,202.0,40.14
2025-04-15,194.93,540.56,201.72,32.37,30.46,30.45,5.37,1077.75,574.03,116.39,108.61,37.5,5.49,74.2,103.38,89.81,40.38,6.25,199.9,466.72,22.49,22.66,129.37,207.84,40.63
2025-04-16,195.45,531.18,195.59,32.34,30.35,30.55,5.38,1044.97,561.17,116.48,108.66,36.92,5.5,73.05,103.58,87.85,39.62,6.26,200.44,459.53,22.53,22.69,129.41,209.1,38.74
2025-04-17,194.49,524.12,195.59,32.3,30.21,30.58,5.38,1044.99,561.92,116.69,108.68,36.98,5.52,73.11,103.45,87.96,39.67,6.26,199.45,460.28,22.59,22.76,129.46,206.84,38.29
2025-04-18,,,,,,,,,,,,,,73.11,,,,,,,,,,,
2025-04-21,,,,,,,,,,,,,,73.11,,,,,,,,,,,
2025-04-22,195.25,524.82,195.78,32.57,30.35,30.77,5.38,1046.0,562.51,116.68,108.69,37.14,5.52,73.27,104.55,88.05,39.77,6.26,200.23,462.25,22.61,22.78,129.6,208.9,37.37
2025-04-23,201.38,530.43,200.24,33.17,31.31,31.05,5.38,1069.84,571.89,116.94,108.7,37.67,5.55,74.43,107.06,89.48,40.36,6.26,206.52,468.88,22.73,22.9,129.62,216.09,39.36
2025-04-24,202.32,536.94,205.82,33.38,31.37,31.09,5.38,1099.65,583.47,116.96,108.74,38.3,5.56,75.53,106.63,91.24,41.04,6.27,207.48,476.63,22.76,22.93,129.62,214.4,40.69
2025-04-25,203.95,537.2,208.16,33.73,31.73,31.11,5.38,1112.14,587.78,116.99,108.74,38.54,5.56,75.98,107.47,91.9,41.44,6.27,209.15,479.65,22.79,22.96,129.7,218.06,41.66
2025-04-28,204.2,538.71,208.1,33.73,31.8,31.12,5.38,1111.82,588.16,117.0,108.76,38.64,5.56,76.25,108.03,91.95,41.46,6.27,209.41,480.98,22.82,22.99,129.74,220.46,41.38
2025-04-29,205.61,542.72,209.36,33.62,31.85,31.29,5.38,1118.54,591.57,116.9,108.77,38.85,5.56,76.67,108.89,92.47,41.73,6.27,210.86,483.49,22.82,22.99,129.75,222.87,41.32
2025-04-30,206.26,544.61,209.65,33.77,31.8,31.41,5.38,1120.11,592.48,116.74,108.79,38.94,5.55,77.16,108.54,92.61,41.91,6.27,211.52,484.63,22.79,22.96,129.78,218.62,41.55
2025-05-01,,,,,,31.43,,1132.44,596.22,,,39.03,,77.06,108.36,93.2,42.03,6.28,211.52,485.74,22.78,22.95,,,
2025-05-02,211.59,553.27,215.34,34.42,32.72,31.79,5.38,1150.54,605.02,116.87,108.81,39.68,5.56,78.47,110.11,94.58,42.89,6.28,217.0,493.84,22.78,22.95,129.8,223.87,43.39
2025-05-05,213.88,551.93,213.9,34.54,32.86,,,,,,,39.5,,78.53,111.03,93.98,42.84,,219.35,491.66,22.8,22.97,129.84,225.18,43.43
2025-05-06,213.01,546.7,212.0,34.4,32.7,31.8,5.39,1132.7,596.56,116.94,108.82,39.29,5.56,78.3,111.08,93.25,42.55,6.28,218.45,489.0,22.81,22.98,129.9,224.68,43.05
2025-05-07,211.79,550.51,212.82,34.2,32.48,31.66,5.39,1137.07,599.16,116.98,108.84,39.4,5.57,78.54,110.86,93.66,42.63,6.28,217.2,490.39,22.84,23.01,129.92,,
2025-05-08,213.88,553.91,214.92,34.4,32.87,31.59,5.39,1148.25,602.63,117.08,108.86,39.52,5.57,78.74,111.88,94.2,42.76,6.28,219.35,491.83,22.87,23.03,129.96,228.81,44.47
2025-05-09,215.1,552.42,214.9,34.6,33.01,31.67,5.39,1148.15,602.29,117.21,108.87,39.57,5.58,78.79,112.59,94.15,42.81,6.28,220.6,492.42,22.88,23.05,130.02,230.88,44.87
2025-05-12,215.71,567.95,223.56,35.03,33.54,31.86,5.39,1194.44,621.96,117.45,108.87,40.45,5.59,80.41,113.96,97.26,43.7,6.28,221.23,503.38,22.94,23.11,130.1,235.64,47.84
2025-05-13,216.37,564.37,227.08,35.15,33.66,31.85,5.39,1213.28,626.49,117.52,108.88,40.77,5.6,81.2,113.65,97.96,44.03,6.29,221.91,507.32,22.97,23.14,130.15,235.77,49.28
2025-05-14,215.3,563.16,228.39,35.19,33.75,31.78,5.39,1220.24,627.15,117.54,108.89,40.85,5.6,81.41,114.4,98.06,44.29,6.29,220.81,508.37,22.98,23.15,130.14,239.13,50.03
2025-05-15,216.8,566.84,228.59,35.33,33.86,32.04,5.39,1221.37,629.88,117.49,108.92,40.99,5.59,81.81,114.78,98.49,44.49,6.29,222.35,510.01,22.97,23.14,130.18,238.67,49.98
2025-05-16,217.4,571.53,229.61,35.49,33.97,32.23,5.39,1226.85,634.36,117.52,108.92,41.22,5.6,82.31,115.23,99.2,44.81,6.29,222.97,512.88,22.98,23.15,130.23,239.41,49.94
2025-05-19,218.91,573.44,229.81,35.64,34.1,32.29,5.39,1227.94,634.99,117.5,108.94,41.35,5.59,82.6,115.9,99.29,44.97,6.29,224.51,514.51,22.98,23.15,130.28,242.0,49.31
2025-05-20,219.83,571.89,228.96,36.01,34.25,32.59,5.39,1223.37,632.54,117.55,108.95,41.3,5.6,82.6,116.49,98.91,44.93,6.29,225.46,513.98,23.0,23.17,,244.93,49.14
2025-05-21,220.62,560.94,225.88,35.96,34.35,32.61,5.39,1206.97,622.36,117.56,108.96,40.88,5.6,81.88,116.44,97.32,44.46,6.3,226.26,508.68,22.72,23.17,130.32,245.23,48.41
2025-05-22,219.49,560.92,226.24,35.78,34.27,32.45,5.39,1208.84,622.09,117.56,108.98,40.76,5.59,81.63,116.12,97.27,44.4,6.3,225.11,507.24,22.71,23.16,130.35,244.65,48.47
2025-05-23,216.07,557.52,224.13,35.17,33.6,32.37,,,617.95,117.43,,40.59,5.59,81.33,114.57,,44.17,6.3,,505.14,,,130.38,239.15,47.75
2025-05-26,219.69,,,35.67,34.05,,,,,,,,,81.57,115.6,,44.3,,,,,,130.4,242.61,47.66
2025-05-27,221.51,567.48,229.47,35.77,34.22,32.59,,,630.63,117.59,,,5.6,82.6,115.88,,45.02,6.3,,513.99,,,130.47,243.52,48.86
2025-05-28,219.77,564.19,228.44,35.41,33.93,32.4,,,627.12,117.61,,,5.6,82.1,114.91,,44.7,6.3,,510.92,,,130.5,241.65,49.04
2025-05-29,218.81,565.75,228.92,35.37,,32.4,,,629.64,,,,,,115.1,,,,,513.17,,,,,
2025-05-30,219.39,566.64,228.69,,,32.61,,,629.64,,,,,,,,,,,513.33,,,,,
2025-06-02,218.78,567.22,230.3,,,32.61,,,632.29,,,,,,,,,,,515.73,,,,,
2025-06-03,220.25,570.09,232.13,,,32.66,,,635.96,,,,,,,,,,,517.49,,,,,
2025-06-04,221.94,568.85,232.78,,,32.71,,,636.03,,,,,,,,,,,518.77,,,,,
2025-06-05,222.37,567.53,230.92,,,32.76,,,632.72,,,,,,,,,,,516.89,,,,,
2025-06-06,222.19,573.46,233.24,,,32.86,,,639.28,,,,,,,,,,,520.25,,,,,
2025-06-09,221.0,573.42,233.63,,,32.84,,,639.91,,,,,,,,,,,520.87,,,,,
2025-06-10,219.29,574.88,235.17,,,32.92,,,643.44,,,,,,,,,,,522.98,,,,,
2025-06-11,218.94,574.86,234.3,,,32.96,,,641.68,,,,,,,,,,,522.25,,,,,
2025-06-12,217.31,576.22,234.86,,,33.04,,,644.13,,,,,,,,,,,524.26,,,,,
2025-06-13,214.98,565.92,231.85,,,32.91,,,636.95,,,,,,,,,,,518.49,,,,,
2025-06-16,216.65,570.31,235.13,,,33.0,,,643.02,,,,,,,,,,,523.21,,,,,
2025-06-17,214.23,566.29,232.79,,,32.85,,,637.66,,,,,,,,,,,518.68,,,,,
2025-06-18,213.16,565.71,232.8,,,32.89,,,637.48,,,,,,,,,,,518.37,,,,,
2025-06-19,210.78,,,,,32.72,,,,,,,,,,,,,,,,,,,
2025-06-20,213.46,566.17,231.81,,,32.65,,,636.12,,,,,,,,,,,516.04,,,,,
2025-06-23,212.71,571.17,234.27,,,32.59,,,642.24,,,,,,,,,,,519.26,,,,,
2025-06-24,216.11,578.0,237.85,,,32.59,,,649.39,,,,,,,,,,,526.19,,,,,
2025-06-25,214.8,576.56,238.36,,,32.44,,,649.39,,,,,,,,,,,525.17,,,,,
2025-06-26,216.18,581.98,240.6,,,32.52,,,654.6,,,,,,,,,,,529.75,,,,,
2025-06-27,219.69,587.77,241.53,,,32.76,,,658.06,,,,,,,,,,,533.07,,,,,
2025-06-30,218.56,591.44,243.09,,,32.62,,,661.5,,,,,,,,,,,535.39,,,,,
2025-07-01,216.4,596.8,240.93,,,32.71,,,660.78,,,,,,,,,,,534.78,,,,,
2025-07-02,217.46,596.65,242.7,,,32.67,,,663.93,,,,,,,,,,,536.73,,,,,
2025-07-03,218.78,601.41,245.13,,,32.85,,,669.55,,,,,,,,,,,540.34,,,,,
2025-07-04,217.44,,,,,,,,,,,,,,,,,,,,,,,,
