isin,type,investment_focus,region,issuer,benchmark,name,country,currency,volume,fund_type,initial_fee,TER,morningstar,morningstar_3y,morningstar_5y,feri,risk_class,performance,risk
IE00BYVTMS52,ETF,Aktien USA,Nordamerika,Invesco,NASDAQ 100,Invesco Mark.III p.EQQQ N100 UE EUR A.H,Irland,EUR,5283149820.0,Thesaurierend,0.0,0.349999994,,,,,5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -8.10490036}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -0.714999974}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 38.1077003}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 72.4599991}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -3.31360006}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 45.6935005}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 34.3316002}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': -3.43470001}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 90.3467026}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.74049997, 'sharpeRatio': -0.333299994, 'excessReturn': -8.07489967, 'volatility': 24.2275009, 'maxDrawdown': -9.75179958, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.10490036, 'oneMonthLow': -8.10490036, 'highQuote': 263.643005, 'lowQuote': 237.932999, 'avgPrice': 255.270004}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.121200003, 'sharpeRatio': -0.0302000009, 'excessReturn': -0.63499999, 'volatility': 21.0004997, 'maxDrawdown': -9.75179958, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.78550005, 'oneMonthLow': -8.10490036, 'highQuote': 263.643005, 'lowQuote': 236.507996, 'avgPrice': 249.139999}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.0553, 'sharpeRatio': 1.0553, 'excessReturn': 38.4076996, 'volatility': 36.3936996, 'maxDrawdown': -21.8337002, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.24330044, 'oneMonthLow': -15.8306999, 'highQuote': 263.643005, 'lowQuote': 134.666, 'avgPrice': 210.470001}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.04480004, 'sharpeRatio': 2.39899993, 'excessReturn': 69.0450974, 'volatility': 28.7803993, 'maxDrawdown': -28.3015995, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.33119965, 'oneMonthLow': -15.8306999, 'highQuote': 263.643005, 'lowQuote': 134.666, 'avgPrice': 183.380005}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.75819999, 'sharpeRatio': 2.75440001, 'excessReturn': 73.9000015, 'volatility': 26.8299999, 'maxDrawdown': -28.3015995, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 9.33119965, 'oneMonthLow': -15.8306999, 'highQuote': 263.643005, 'lowQuote': 117.297997, 'avgPrice': 169.160004}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]"
IE00BYVQ9F29,ETF,Aktien USA,Nordamerika,BlackRock,NASDAQ 100,iShares NASDAQ 100 UCITS ETF - EUR ACC H,Irland,EUR,6533908990.0,Thesaurierend,0.0,0.360000014,,,,(A),5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -8.15310001}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -0.818799973}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 37.9999008}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -3.40359998}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 45.6874008}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 34.7713013}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 58.9445992}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.74670005, 'sharpeRatio': -0.334899992, 'excessReturn': -8.12310028, 'volatility': 24.2551994, 'maxDrawdown': -9.77000046, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.15310001, 'oneMonthLow': -8.15310001, 'highQuote': 8.87310028, 'lowQuote': 8.00619984, 'avgPrice': 8.59000015}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.139599994, 'sharpeRatio': -0.0348999985, 'excessReturn': -0.738799989, 'volatility': 21.1793995, 'maxDrawdown': -9.77000046, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.7750001, 'oneMonthLow': -8.15310001, 'highQuote': 8.87310028, 'lowQuote': 7.96729994, 'avgPrice': 8.39000034}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.05439997, 'sharpeRatio': 1.05439997, 'excessReturn': 38.2999001, 'volatility': 36.3228989, 'maxDrawdown': -21.8164005, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.18550014, 'oneMonthLow': -15.8283997, 'highQuote': 8.87310028, 'lowQuote': 4.53590012, 'avgPrice': 7.07999992}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.04849994, 'sharpeRatio': 2.40860009, 'excessReturn': 69.2981033, 'volatility': 28.7709999, 'maxDrawdown': -28.3134003, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.38949966, 'oneMonthLow': -15.8283997, 'highQuote': 8.87310028, 'lowQuote': 4.53590012, 'avgPrice': 6.17000008}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]"
IE00BYVTMT69,ETF,Aktien USA,Nordamerika,Invesco,NASDAQ 100,Invesco Mark.III p.EQQQ N100 UE CHF A.H,Irland,CHF,5283149820.0,Thesaurierend,0.0,0.349999994,,,,,5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -10.7419004}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': -3.64470005}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 31.8733006}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 77.0708008}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -6.15789986}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 45.957901}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 38.8484001}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 85.8094025}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.71569991, 'sharpeRatio': -0.332599998, 'excessReturn': -8.20909977, 'volatility': 24.6791, 'maxDrawdown': -9.87989998, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.23910046, 'oneMonthLow': -8.23910046, 'highQuote': 261.0, 'lowQuote': 235.214005, 'avgPrice': 252.630005}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.158999994, 'sharpeRatio': -0.0397999994, 'excessReturn': -0.841400027, 'volatility': 21.1527996, 'maxDrawdown': -9.87989998, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.74700022, 'oneMonthLow': -8.23910046, 'highQuote': 261.0, 'lowQuote': 234.304001, 'avgPrice': 246.679993}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.04349995, 'sharpeRatio': 1.04359996, 'excessReturn': 37.9107018, 'volatility': 36.3278999, 'maxDrawdown': -21.7406006, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.15820026, 'oneMonthLow': -15.7486, 'highQuote': 261.0, 'lowQuote': 133.766006, 'avgPrice': 208.550003}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.03279996, 'sharpeRatio': 2.3670001, 'excessReturn': 67.949501, 'volatility': 28.7064991, 'maxDrawdown': -28.1784, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.29160023, 'oneMonthLow': -15.7486, 'highQuote': 261.0, 'lowQuote': 133.766006, 'avgPrice': 181.929993}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.743600011, 'sharpeRatio': 2.69029999, 'excessReturn': 72.0483017, 'volatility': 26.7805996, 'maxDrawdown': -28.1784, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 9.29160023, 'oneMonthLow': -15.7486, 'highQuote': 261.0, 'lowQuote': 116.855003, 'avgPrice': 168.039993}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]"
IE00BFZXGZ54,ETF,Aktien USA,Nordamerika,Invesco,NASDAQ 100,Invesco Mark.III p.EQQQ N100 UE USD A.,Irland,USD,5283149820.0,Thesaurierend,0.0,0.300000012,,,,(A),5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -8.04590034}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': 0.83160001}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 30.2040005}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': None}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -1.2263}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 36.1148987}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 41.962101}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': None}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': None}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': None}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 59.8230019}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.73230004, 'sharpeRatio': -0.331099987, 'excessReturn': -8.00819969, 'volatility': 24.184, 'maxDrawdown': -9.69779968, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.03820038, 'oneMonthLow': -8.03820038, 'highQuote': 231.613998, 'lowQuote': 209.151993, 'avgPrice': 224.289993}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.069600001, 'sharpeRatio': -0.0173000004, 'excessReturn': -0.361999989, 'volatility': 20.9503994, 'maxDrawdown': -9.69779968, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.83099985, 'oneMonthLow': -8.03820038, 'highQuote': 231.613998, 'lowQuote': 207.337997, 'avgPrice': 218.779999}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.11039996, 'sharpeRatio': 1.11039996, 'excessReturn': 40.1926003, 'volatility': 36.1962013, 'maxDrawdown': -21.8092003, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.30249977, 'oneMonthLow': -15.7959995, 'highQuote': 231.613998, 'lowQuote': 116.902, 'avgPrice': 183.729996}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.15559995, 'sharpeRatio': 2.68849993, 'excessReturn': 76.9810028, 'volatility': 28.6334991, 'maxDrawdown': -27.9934006, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.70759964, 'oneMonthLow': -15.7959995, 'highQuote': 231.613998, 'lowQuote': 116.071999, 'avgPrice': 158.580002}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre'}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre'}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre'}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre'}]"
DE000A0F5UF5,ETF,Aktien USA,Nordamerika,BlackRock,NASDAQ 100,iShares NASDAQ-100(DE),Deutschland,USD,2520361470.0,Ausschüttend,0.0,0.310000002,5.0,4.0,4.0,(A),5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -8.06219959}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': 0.800000012}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 29.9757004}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 90.5505981}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': 170.548004}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': 553.659973}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -0.239299998}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 34.7403984}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 42.1722984}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': 3.49060011}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': 15.8126001}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': 9.25769997}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 700.526001}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.80200005, 'sharpeRatio': -0.339899987, 'excessReturn': -8.02449989, 'volatility': 23.6100006, 'maxDrawdown': -9.70860004, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.05449963, 'oneMonthLow': -8.05449963, 'highQuote': 134.520004, 'lowQuote': 121.459999, 'avgPrice': 130.460007}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.0755999982, 'sharpeRatio': -0.0187999997, 'excessReturn': -0.393299997, 'volatility': 20.9550991, 'maxDrawdown': -9.70860004, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.82520008, 'oneMonthLow': -8.05449963, 'highQuote': 134.520004, 'lowQuote': 120.5, 'avgPrice': 127.239998}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.11129999, 'sharpeRatio': 1.11129999, 'excessReturn': 39.9455986, 'volatility': 35.9444008, 'maxDrawdown': -21.8073006, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.29409981, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 68.1500015, 'avgPrice': 107.019997}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.15100002, 'sharpeRatio': 2.67519999, 'excessReturn': 76.3800964, 'volatility': 28.5506992, 'maxDrawdown': -27.9878006, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.69979954, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 68.0500031, 'avgPrice': 92.6500015}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.878400028, 'sharpeRatio': 3.27769995, 'excessReturn': 86.5699997, 'volatility': 26.4120998, 'maxDrawdown': -27.9878006, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 9.69979954, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 58.9199982, 'avgPrice': 84.5800018}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre', 'sharpeRatioAnnualised': 1.01779997, 'sharpeRatio': 5.75810003, 'excessReturn': 137.292999, 'volatility': 23.8435993, 'maxDrawdown': -27.9878006, 'countMonthsPositivePerformance': 70.8332977, 'oneMonthHigh': 9.69979954, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 52.5900002, 'avgPrice': 78.1600037}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'sharpeRatioAnnualised': 1.1099, 'sharpeRatio': 8.91209984, 'excessReturn': 195.727005, 'volatility': 21.9619007, 'maxDrawdown': -27.9878006, 'countMonthsPositivePerformance': 71.6667023, 'oneMonthHigh': 9.69979954, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 41.5499992, 'avgPrice': 71.8300018}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'sharpeRatioAnnualised': 0.944100022, 'sharpeRatio': 23.1478996, 'excessReturn': 452.575989, 'volatility': 19.5515003, 'maxDrawdown': -27.9878006, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 11.8177996, 'oneMonthLow': -15.8181, 'highQuote': 134.520004, 'lowQuote': 20.5100002, 'avgPrice': 52.4399986}]"
IE00B53SZB19,ETF,Aktien USA,Nordamerika,BlackRock,NASDAQ 100,iShares NASDAQ 100,Irland,USD,6533908990.0,Thesaurierend,0.0,0.330000013,5.0,4.0,4.0,(A),5.0,"[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'performanceTimeSpanPct': -8.52060032}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'performanceTimeSpanPct': 0.372900009}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'performanceTimeSpanPct': 29.3351002}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'performanceTimeSpanPct': 89.9654007}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'performanceTimeSpanPct': 170.798004}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'performanceTimeSpanPct': 552.968018}, {'timeSpan': 'CY', 'nameTimeSpan': '2021', 'performanceTimeSpanPct': -1.67320001}, {'timeSpan': '1PA', 'nameTimeSpan': '2020', 'performanceTimeSpanPct': 35.9359016}, {'timeSpan': '2PA', 'nameTimeSpan': '2019', 'performanceTimeSpanPct': 41.3247986}, {'timeSpan': '3PA', 'nameTimeSpan': '2018', 'performanceTimeSpanPct': 4.57940006}, {'timeSpan': '4PA', 'nameTimeSpan': '2017', 'performanceTimeSpanPct': 16.2465}, {'timeSpan': '5PA', 'nameTimeSpan': '2016', 'performanceTimeSpanPct': 10.6209002}, {'timeSpan': 'SE', 'nameTimeSpan': 'Seit Emission', 'performanceTimeSpanPct': 757.789001}]","[{'timeSpan': '1M', 'nameTimeSpan': '1 Monat', 'sharpeRatioAnnualised': -2.73250008, 'sharpeRatio': -0.331200004, 'excessReturn': -8.01329994, 'volatility': 24.1910992, 'maxDrawdown': -9.70370007, 'countMonthsPositivePerformance': 0.0, 'oneMonthHigh': -8.04329967, 'oneMonthLow': -8.04329967, 'highQuote': 778.143982, 'lowQuote': 702.63501, 'avgPrice': 753.51001}, {'timeSpan': '3M', 'nameTimeSpan': '3 Monate', 'sharpeRatioAnnualised': -0.0719999969, 'sharpeRatio': -0.0178999994, 'excessReturn': -0.377999991, 'volatility': 21.1401997, 'maxDrawdown': -9.70370007, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 6.82469988, 'oneMonthLow': -8.04329967, 'highQuote': 778.143982, 'lowQuote': 696.617981, 'avgPrice': 735.22998}, {'timeSpan': '1Y', 'nameTimeSpan': '1 Jahr', 'sharpeRatioAnnualised': 1.09850001, 'sharpeRatio': 1.09850001, 'excessReturn': 40.0830002, 'volatility': 36.4878006, 'maxDrawdown': -21.8069, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.30070019, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 393.04599, 'avgPrice': 617.119995}, {'timeSpan': '2Y', 'nameTimeSpan': '2 Jahre', 'sharpeRatioAnnualised': 1.14359999, 'sharpeRatio': 2.65969992, 'excessReturn': 76.7854996, 'volatility': 28.8701, 'maxDrawdown': -27.9906006, 'countMonthsPositivePerformance': 75.0, 'oneMonthHigh': 9.70559978, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 390.339996, 'avgPrice': 533.059998}, {'timeSpan': '3Y', 'nameTimeSpan': '3 Jahre', 'sharpeRatioAnnualised': 0.868700027, 'sharpeRatio': 3.24589992, 'excessReturn': 87.2466965, 'volatility': 26.8787003, 'maxDrawdown': -27.9906006, 'countMonthsPositivePerformance': 66.6667023, 'oneMonthHigh': 9.70559978, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 329.071014, 'avgPrice': 485.470001}, {'timeSpan': '4Y', 'nameTimeSpan': '4 Jahre', 'sharpeRatioAnnualised': 1.00880003, 'sharpeRatio': 5.72039986, 'excessReturn': 138.518005, 'volatility': 24.2147007, 'maxDrawdown': -27.9906006, 'countMonthsPositivePerformance': 70.8332977, 'oneMonthHigh': 9.70559978, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 294.352997, 'avgPrice': 447.269989}, {'timeSpan': '5Y', 'nameTimeSpan': '5 Jahre', 'sharpeRatioAnnualised': 1.10099995, 'sharpeRatio': 8.87059975, 'excessReturn': 197.817993, 'volatility': 22.3003006, 'maxDrawdown': -27.9906006, 'countMonthsPositivePerformance': 71.6667023, 'oneMonthHigh': 9.70559978, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 230.621994, 'avgPrice': 409.640015}, {'timeSpan': '10Y', 'nameTimeSpan': '10 Jahre', 'sharpeRatioAnnualised': 0.773500025, 'sharpeRatio': 19.1362991, 'excessReturn': 461.220001, 'volatility': 24.1018009, 'maxDrawdown': -27.9906006, 'countMonthsPositivePerformance': 65.0, 'oneMonthHigh': 10.6914997, 'oneMonthLow': -15.8171997, 'highQuote': 778.143982, 'lowQuote': 107.959999, 'avgPrice': 292.660004}]"
