name,data_id,nsin,isin,initial_fee,ongoing_charges,capitalization,type,investment_focus,volume,performance_cy,performance_1y,performance_3y,performance_5y,volatility_cy,volatility_1y,volatility_3y,volatility_5y,max_drawdown_cy,max_drawdown_1y,max_drawdown_3y,max_drawdown_5y,months_positive_cy,capitalization_amount,capitalization_currency,performance_1m,performance_6m,volatility_1m,outperformance_3m,outperformance_1y
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-A-EUR-DIS-Fonds-LU0158827195,120488190,157662,LU0158827195,5.0,1.86,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.36,-1.18,1.19,29.61,61.52,16.63,25.46,17.97,15.85,-4.05,-30.85,-30.85,-30.85,,,,,,,,
MEAG-NACHHALTIGKEIT-A-EUR-DIS-Fonds-DE0001619997,28303025,161999,DE0001619997,5.0,1.57,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,0.71,-1.32,19.51,67.14,13.5,28.64,19.1,16.81,-3.84,-33.98,-33.98,-33.98,,,,,,,,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-AT-EUR-ACC-Fonds-LU0158827518,302508246,164166,LU0158827518,5.0,1.85,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.36,-1.15,,,,16.7,,,,-4.06,,,,,,,,,,,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-A-USD-DIS-Fonds-LU0158827948,35420660,164168,LU0158827948,5.0,1.86,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.36,-1.52,1.71,30.49,62.21,16.85,26.01,18.28,15.82,-4.77,-31.27,-31.27,-31.27,,,,,,,,
ALLIANZ-GIF-ALLIANZ-GLOBAL-SUSTAINABILITY-CT-EUR-ACC-Fonds-LU0158828326,18734633,164169,LU0158828326,5.0,2.61,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.36,-1.21,0.41,26.73,55.64,16.59,25.51,17.98,15.86,-4.06,-30.89,-30.89,-30.89,,,,,,,,
SWISSCANTO-LU-EQUITY-FUND-SUSTAINABLE-AA-EUR-DIS-Fonds-LU0161535835,299069172,216770,LU0161535835,5.0,1.96,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",536.4,1.84,16.38,39.94,80.55,17.99,29.62,20.19,17.54,-4.26,-31.6,-31.6,-31.6,,,,,,,,
DWS-SDG-GLOBAL-EQUITIES-LD-EUR-DIS-Fonds-DE0005152466,20801581,515246,DE0005152466,5.0,1.46,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",280.4,4.82,17.55,39.04,71.54,16.41,25.22,17.74,15.4,-2.95,-30.49,-30.49,-30.49,,,,,,,,
KCD-UNION-NACHHALTIG-AKTIEN-MINRISK-EUR-DIS-Fonds-DE0005326532,3232504,532653,DE0005326532,3.0,1.67,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",228.23,0.12,-2.07,-1.05,30.11,9.12,23.74,15.88,13.98,-2.55,-29.12,-29.12,-29.12,,,,,,,,
DKB-NACHHALTIGKEITSFONDS-SDG-AL-EUR-DIS-Fonds-LU0117118041,20725343,541954,LU0117118041,3.0,1.87,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",59.72,1.6,14.49,44.23,48.31,13.87,27.35,17.96,15.65,-3.91,-30.2,-30.2,-30.2,100.0,,,,,,,
DKB-NACHHALTIGKEITSFONDS-KLIMASCHUTZ-AL-EUR-DIS-Fonds-LU0117118124,28791314,541955,LU0117118124,3.0,1.87,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",91.98,1.02,17.91,50.78,99.83,14.76,28.8,21.74,18.57,-4.02,-31.56,-31.56,-31.56,100.0,,,,,,,
CANDRIAM-SUSTAINABLE-EUROPE-C-EUR-ACC-Fonds-BE0173540072,28299064,550962,BE0173540072,2.5,1.99,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",107.15,-1.76,0.51,15.43,38.85,12.11,27.64,19.01,17.21,-3.99,-32.68,-32.68,-32.68,,,,,,,,
CANDRIAM-SUSTAINABLE-NORTH-AMERICA-C-USD-ACC-Fonds-BE0173901779,28299179,550963,BE0173901779,2.5,2.07,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",43.44,0.93,9.08,36.64,60.73,15.95,34.75,23.15,19.09,-4.01,-34.63,-34.63,-34.63,,,,,,,,
CANDRIAM-SUSTAINABLE-PACIFIC-C-JPY-ACC-Fonds-BE0174191768,28303340,550965,BE0174191768,2.5,2.07,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",22.92,1.69,-1.41,5.45,31.3,15.14,24.32,18.52,18.57,-3.03,-30.82,-32.48,-34.03,,,,,,,,
SQUAD-GREEN-BALANCE-R-EUR-DIS-Fonds-LU0117185156,3229061,564968,LU0117185156,5.0,3.06,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",22.33,2.45,18.5,21.16,43.67,8.35,22.6,15.73,13.59,-2.08,-32.0,-32.0,-32.0,100.0,,,,,,,
GENERALI-INVESTMENTS-SICAV-SRI-EUROPEAN-EQUITY-BX-EUR-ACC-Fonds-LU0145455571,24749022,577677,LU0145455571,5.0,0.92,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",221.88,0.21,0.02,5.98,29.53,9.79,25.92,17.92,16.53,-1.87,-33.38,-33.38,-33.38,,,,,,,,
GENERALI-INVESTMENTS-SICAV-SRI-EUROPEAN-EQUITY-CX-EUR-ACC-Fonds-LU0145455811,17377998,577679,LU0145455811,5.0,1.17,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",221.88,0.19,-0.23,5.19,27.93,9.79,25.92,17.92,16.53,-1.89,-33.4,-33.4,-33.4,,,,,,,,
GENERALI-INVESTMENTS-SICAV-SRI-EUROPEAN-EQUITY-DX-EUR-ACC-Fonds-LU0145456207,11118338,577692,LU0145456207,5.0,1.71,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",221.88,0.15,-0.77,3.49,24.5,9.8,25.92,17.92,16.53,-1.91,-33.42,-33.42,-33.42,,,,,,,,
GREEN-EFFECTS-NAI-WERTE-FONDS-UNITS-EUR-ACC-Fonds-IE0005895655,258368246,580265,IE0005895655,4.0,1.34,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,3.27,40.9,67.21,103.03,17.13,25.17,17.96,19.09,-3.27,-31.64,-31.64,-31.64,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-BX-USD-ACC-Fonds-LU0034955236,8086789,590117,LU0034955236,0,1.5,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.68,22.4,55.54,109.21,17.19,31.24,21.38,18.06,-4.35,-31.68,-31.68,-31.68,,,,,,,,
BMO-SUSTAINABLE-OPPORTUNITIES-EUROPEAN-EQUITY-FUND-A-EUR-DIS-Fonds-LU0153358667,0,592860,LU0153358667,5.0,1.55,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,0.18,5.4,10.37,37.21,12.93,24.91,18.06,16.43,-3.47,-31.07,-31.07,-31.07,,,,,,,,
JPMORGAN-FUNDS-GLOBAL-SOCIALLY-RESPONSIBLE-FUND-D-USD-ACC-Fonds-LU0117882547,4856778,603002,LU0117882547,5.0,2.81,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",127.2,0.16,16.57,44.42,89.27,14.4,26.23,19.48,16.83,-3.17,-31.01,-31.01,-31.01,,,,,,,,
DWS-ESG-EUROPEAN-EQUITIES-LC-EUR-ACC-Fonds-LU0130393993,22892837,630843,LU0130393993,3.75,1.35,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",165.46,-0.46,9.03,24.41,48.09,14.13,30.25,20.3,18.18,-4.05,-35.9,-35.9,-35.9,,,,,,,,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-R-EUR-DIS-Fonds-AT0000677901,35419446,633634,AT0000677901,4.0,1.67,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",549.39,0.19,3.41,31.6,65.58,10.62,25.97,17.7,15.33,-3.53,-30.22,-30.22,-30.22,,,,,,,,
RAIFFEISEN-NACHHALTIGKEIT-AKTIEN-R-EUR-Fonds-AT0000677927,28303290,633636,AT0000677927,4.0,1.67,Vollthesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",549.39,0.18,3.42,31.54,65.52,10.64,25.96,17.7,15.33,-3.54,-30.22,-30.22,-30.22,,,,,,,,
NN-L-CLIMATE-ENVIRONMENT-P-USD-ACC-Fonds-LU0119199791,4927398,657652,LU0119199791,3.0,1.8,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.94,-0.75,21.34,20.15,89.1,18.97,28.67,20.32,17.69,-6.11,-31.91,-37.58,-37.69,,,,,,,,
NN-L-CLIMATE-ENVIRONMENT-P-USD-DIS-Fonds-LU0119199957,7451464,657653,LU0119199957,3.0,1.8,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.94,-0.75,21.33,20.16,89.11,18.97,28.67,20.32,17.69,-6.11,-31.91,-37.57,-37.69,,,,,,,,
DEKA-PORTFOLIO-NACHHALTIGKEIT-GLOBALE-AKTIEN-EUR-DIS-Fonds-LU0133819333,5590489,658871,LU0133819333,3.75,1.53,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,0.75,-7.91,7.62,35.86,8.13,18.45,14.39,13.13,-2.31,-28.37,-28.37,-28.37,100.0,,,,,,,
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-A-USD-ACC-Fonds-LU0124676726,28303249,659146,LU0124676726,5.0,1.75,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",474.47,0.77,20.67,65.92,126.76,18.84,34.9,23.91,19.83,-4.37,-31.84,-31.84,-31.84,,,,,,,,
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-B-USD-ACC-Fonds-LU0124677880,4199224,659147,LU0124677880,4.0,2.75,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",474.47,0.67,19.47,61.01,115.77,18.92,34.92,23.92,19.84,-4.38,-31.91,-31.91,-31.91,,,,,,,,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-X-EUR-ACC-Fonds-LU0121204431,268425768,659263,LU0121204431,5.0,2.31,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.96,-1.49,15.17,45.51,78.42,16.66,30.57,20.9,17.72,-4.01,-32.57,-32.57,-32.57,,,,,,,,
JPMORGAN-FUNDS-GLOBAL-SOCIALLY-RESPONSIBLE-FUND-C-USD-ACC-Fonds-LU0129437173,144592832,666267,LU0129437173,0.0,0.76,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",127.2,0.31,18.99,53.64,108.75,14.57,26.29,19.49,16.83,-3.1,-30.88,-30.88,-30.88,,,,,,,,
WARBURG-INVEST-RESPONSIBLE-EUROPEAN-EQUITIES-A-EUR-DIS-Fonds-DE0006780265,28319828,678026,DE0006780265,6.0,2.02,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",30.86,-0.29,-1.56,-3.85,13.18,12.73,26.34,17.95,15.8,-3.49,-33.32,-33.32,-33.32,100.0,,,,,,,
KEPLER-ETHIK-AKTIENFONDS-EUR-ACC-Fonds-AT0000675665,28303332,693474,AT0000675665,4.0,1.93,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.54,0.63,4.34,8.6,51.26,12.05,28.85,19.46,16.82,-4.23,-34.58,-34.58,-34.58,100.0,,,,,,,
KEPLER-ETHIK-AKTIENFONDS-EUR-DIS-Fonds-AT0000675657,28303344,693479,AT0000675657,4.0,1.93,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",173.54,0.64,4.35,8.65,51.44,12.07,28.85,19.46,16.82,-4.23,-34.58,-34.58,-34.58,100.0,,,,,,,
ERSTE-WWF-STOCK-ENVIRONMENT-R01-EUR-DIS-Fonds-AT0000705660,120530800,694114,AT0000705660,4.0,1.86,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",950.31,7.75,81.83,153.86,195.62,32.05,32.9,21.89,18.61,-6.74,-37.79,-37.79,-37.79,100.0,,,,,,,
ERSTE-WWF-STOCK-ENVIRONMENT-R01-EUR-ACC-Fonds-AT0000705678,120530810,694115,AT0000705678,4.0,1.86,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",950.31,7.75,81.83,153.87,195.61,32.07,32.9,21.89,18.61,-6.74,-37.79,-37.79,-37.79,100.0,,,,,,,
ODDO-BHF-ALGO-SUSTAINABLE-LEADERS-CRW-EUR-ACC-Fonds-DE0007045437,6048867,704543,DE0007045437,5.0,1.34,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",192.04,-1.28,-3.37,15.61,30.49,11.21,25.12,17.4,16.35,-3.03,-32.5,-32.5,-32.5,,,,,,,,
HSBC-RESPONSIBLE-INVESTMENT-FUNDS-SRI-EUROLAND-EQUITY-AC-EUR-ACC-Fonds-FR0000437113,155544316,722671,FR0000437113,3.0,1.55,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",684.74,1.17,2.26,4.12,,15.42,29.2,19.63,,-3.66,-36.25,-36.25,,,,,,,,,
BMO-RESPONSIBLE-GLOBAL-EMERGING-MARKETS-EQUITY-FUND-A-USD-DIS-Fonds-LU0153359632,6481285,749704,LU0153359632,5.0,1.88,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,3.01,2.67,11.97,65.4,14.17,22.34,16.01,14.21,-4.57,-30.13,-32.21,-32.9,,,,,,,,
PICTET-EUROPEAN-SUSTAINABLE-EQUITIES-I-EUR-ACC-Fonds-LU0144509550,6255129,750442,LU0144509550,5.0,0.8,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",754.94,-1.2,-2.85,10.79,30.3,10.76,25.2,17.28,15.67,-3.54,-32.91,-32.91,-32.91,,,,,,,,
PICTET-EUROPEAN-SUSTAINABLE-EQUITIES-P-EUR-ACC-Fonds-LU0144509717,120540827,750443,LU0144509717,5.0,1.2,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",754.94,-1.24,-3.24,9.48,27.76,10.76,25.19,17.27,15.67,-3.56,-32.93,-32.93,-32.93,,,,,,,,
PICTET-EUROPEAN-SUSTAINABLE-EQUITIES-R-EUR-ACC-Fonds-LU0144510053,6255130,750444,LU0144510053,5.0,1.65,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",754.94,-1.27,-3.67,8.02,24.95,10.77,25.2,17.28,15.67,-3.59,-32.96,-32.96,-32.96,,,,,,,,
MONEGA-FAIRINVEST-AKTIEN-R-EUR-DIS-Fonds-DE0007560849,28299048,756084,DE0007560849,5.0,1.76,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",30.9,-2.86,-3.76,3.2,22.24,12.91,25.42,17.2,16.36,-4.62,-32.05,-32.05,-32.05,,,,,,,,
TEMPLETON-GLOBAL-CLIMATE-CHANGE-FUND-A-EUR-ACC-Fonds-LU0128520375,28299194,785335,LU0128520375,5.75,1.83,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",783.82,1.35,19.53,25.33,58.73,18.75,28.13,18.81,16.81,-5.01,-30.35,-30.35,-30.35,,,,,,,,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-P-EUR-ACC-Fonds-LU0119216553,120540302,797410,LU0119216553,3.0,1.8,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.96,-1.45,15.75,47.72,82.97,16.65,30.57,20.89,17.72,-3.99,-32.54,-32.54,-32.54,,,,,,,,
SWISSCANTO-LU-EQUITY-FUND-SUSTAINABLE-AT-EUR-ACC-Fonds-LU0136171559,299069162,811428,LU0136171559,5.0,1.96,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",536.4,1.84,16.39,39.95,80.55,18.0,29.62,20.19,17.54,-4.26,-31.6,-31.6,-31.6,,,,,,,,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-P-EUR-DIS-Fonds-LU0119216710,7413119,812837,LU0119216710,3.0,1.8,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.96,-1.45,15.75,47.72,82.95,16.65,30.57,20.89,17.72,-3.99,-32.54,-32.54,-32.54,,,,,,,,
INVESCO-UMWELT-UND-NACHHALTIGKEITS-FONDS-EUR-ACC-Fonds-DE0008470477,12841061,847047,DE0008470477,5.0,1.64,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,2.34,5.18,23.48,63.46,11.32,22.61,16.2,14.51,-2.97,-29.07,-29.07,-29.07,100.0,,,,,,,
JSS-SUSTAINABLE-EQUITY-GLOBAL-CLIMATE-P-EUR-DIS-Fonds-LU0097427784,0,921125,LU0097427784,3.0,2.1,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",62.69,-0.24,2.79,20.96,48.7,15.41,29.48,20.31,17.35,-4.98,-32.95,-32.95,-32.95,,,,,,,,
UBS-LUX-EQUITY-FUND-US-SUSTAINABLE-USD-P-ACC-Fonds-LU0098995292,177554753,921576,LU0098995292,5.0,1.71,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",62.57,0.2,2.99,28.88,68.55,19.37,41.24,27.7,22.47,-4.46,-41.52,-41.85,-41.85,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-B-USD-ACC-Fonds-LU0085333697,3232526,926185,LU0085333697,4.0,3.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.57,20.58,48.68,93.62,17.14,31.2,21.39,18.07,-4.37,-31.79,-31.79,-31.79,,,,,,,,
SWISSCANTO-LU-EQUITY-FUND-RESPONSIBLE-GLOBAL-INNOVATION-LEADERS-AT-EUR-ACC-Fonds-LU0102842878,3719877,930913,LU0102842878,5.0,1.86,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",46.9,0.41,16.12,37.35,74.03,12.83,29.34,20.35,17.45,-3.34,-31.98,-31.98,-31.98,,,,,,,,
SWISSCANTO-LU-EQUITY-FUND-RESPONSIBLE-GLOBAL-ENERGY-AT-EUR-ACC-Fonds-LU0102843504,3719873,930918,LU0102843504,5.0,1.91,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",8.48,3.0,-30.86,-37.98,-23.8,32.54,54.51,34.61,29.49,-10.66,-55.0,-63.05,-63.46,,,,,,,,
PICTET-WATER-I-EUR-ACC-Fonds-LU0104884605,28303348,933348,LU0104884605,5.0,1.1,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.6,1.87,1.57,33.77,66.66,17.22,24.92,17.56,15.34,-3.59,-33.58,-33.58,-33.58,,,,,,,,
PICTET-WATER-P-EUR-ACC-Fonds-LU0104884860,120539367,933349,LU0104884860,5.0,2.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.6,1.79,0.65,30.39,59.87,17.22,24.92,17.56,15.34,-3.64,-33.63,-33.63,-33.63,,,,,,,,
PICTET-WATER-R-EUR-ACC-Fonds-LU0104885248,164005539,933350,LU0104885248,5.0,2.7,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",6.6,1.73,-0.06,27.67,54.37,17.21,24.93,17.6,15.36,-3.67,-33.68,-33.68,-33.68,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-CX-USD-ACC-Fonds-LU0102831160,8086842,933573,LU0102831160,1.0,2.45,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.6,21.22,51.17,99.55,17.18,31.25,21.39,18.07,-4.37,-31.73,-31.73,-31.73,,,,,,,,
BL-SUSTAINABLE-HORIZON-B-EUR-ACC-Fonds-LU0093570173,4853386,937804,LU0093570173,5.0,1.7,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",66.27,-1.5,-5.3,18.08,27.49,9.06,17.92,12.55,11.01,-2.49,-21.27,-21.27,-21.27,,,,,,,,
JPMORGAN-FUNDS-GLOBAL-SOCIALLY-RESPONSIBLE-FUND-A-USD-DIS-Fonds-LU0111753769,120540136,939861,LU0111753769,5.0,1.81,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",127.2,0.22,17.74,48.87,99.1,14.65,26.31,19.51,16.86,-3.16,-30.98,-30.98,-30.98,,,,,,,,
LGT-SUSTAINABLE-EQUITY-FUND-EUROPE-EUR-B-ACC-Fonds-LI0015327906,28303784,964801,LI0015327906,5.0,1.86,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",73.99,-1.69,-2.25,6.88,24.47,13.72,28.54,19.58,17.84,-4.5,-34.91,-34.91,-34.91,,,,,,,,
ACATIS-FAIR-VALUE-AKTIEN-GLOBAL-P-EUR-DIS-Fonds-LI0017502381,10322406,964894,LI0017502381,5.0,2.11,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",87.56,1.51,11.95,20.95,54.71,14.44,27.93,19.29,16.55,-3.58,-33.72,-33.72,-33.72,,,,,,,,
ROBECO-SUSTAINABLE-GLOBAL-STARS-EQUITIES-FUND-EUR-DIS-Fonds-NL0000289783,2218,970259,NL0000289783,0.0,1.16,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",3.06,0.23,13.7,42.42,97.42,16.08,28.29,19.76,17.27,-4.08,-30.51,-30.51,-30.51,,,,,,,,
TEMPLETON-GLOBAL-CLIMATE-CHANGE-FUND-A-EUR-DIS-Fonds-LU0029873410,177554500,971655,LU0029873410,5.75,1.83,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",783.82,1.34,19.56,25.33,58.73,18.74,28.14,18.81,16.81,-5.01,-30.33,-30.33,-30.33,,,,,,,,
EB-OEKO-AKTIENFONDS-R-EUR-DIS-Fonds-LU0037079380,109613537,971682,LU0037079380,5.0,1.54,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",122.6,-0.63,6.76,27.95,63.78,13.84,28.56,18.7,15.66,-4.31,-30.72,-30.72,-30.72,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-AXX-USD-ACC-Fonds-LU0034955152,3228573,971873,LU0034955152,0,1.5,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.68,22.39,55.52,109.18,17.19,31.16,21.36,18.04,-4.36,-31.67,-31.67,-31.67,,,,,,,,
SEB-SUSTAINABILITY-FUND-GLOBAL-C-EUR-ACC-Fonds-LU0036592839,13599325,971898,LU0036592839,5.0,1.69,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",54.63,1.17,-4.59,5.27,40.4,12.49,28.32,19.14,16.5,-3.57,-34.15,-34.15,-34.15,,,,,,,,
JSS-SUSTAINABLE-EQUITY-EUROPE-P-EUR-DIS-Fonds-LU0058891119,28298982,973500,LU0058891119,3.0,2.1,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",39.72,-0.41,-3.98,-0.79,15.91,12.49,27.89,19.32,17.66,-3.75,-35.89,-35.89,-35.89,,,,,,,,
SEB-SUSTAINABILITY-FUND-EUROPE-C-EUR-ACC-Fonds-LU0030166507,73582938,973832,LU0030166507,1.0,1.46,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",362.08,-0.64,-6.73,1.68,25.58,11.88,27.01,18.23,16.41,-3.64,-36.51,-36.51,-36.51,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-AX-USD-ACC-Fonds-LU0057025933,3230503,974264,LU0057025933,5.0,2.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.64,21.78,53.21,104.03,17.2,31.16,21.36,18.04,-4.37,-31.71,-31.71,-31.71,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-BX-USD-ACC-Fonds-LU0057026071,3230531,974332,LU0057026071,4.0,3.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.55,20.56,48.69,94.1,17.2,31.18,21.37,18.05,-4.39,-31.77,-31.77,-31.77,,,,,,,,
SEB-SUSTAINABILITY-NORDIC-FUND-C-EUR-ACC-Fonds-LU0030165871,264506878,974743,LU0030165871,1.0,1.36,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",224.33,-0.45,14.69,26.13,63.42,15.5,30.3,21.37,18.86,-4.62,-38.71,-38.71,-38.71,,,,,,,,
OEKOWORLD-OEKOVISION-CLASSIC-C-EUR-ACC-Fonds-LU0061928585,120537459,974968,LU0061928585,5.0,2.31,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.78,3.72,17.53,35.44,69.08,14.92,20.21,14.65,13.38,-3.54,-24.48,-24.48,-24.48,100.0,,,,,,,
NASPA-AKTIENFONDS-GLOBAL-NACHHALTIGKEIT-CF-EUR-DIS-Fonds-DE0009771956,3230732,977195,DE0009771956,4.0,1.61,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",72.83,0.4,-7.84,14.28,39.11,8.02,18.82,13.35,12.34,-2.2,-28.23,-28.23,-28.23,,,,,,,,
TERRASSISI-AKTIEN-I-AMI-P-EUR-DIS-Fonds-DE0009847343,109612823,984734,DE0009847343,4.5,1.47,Ausschüttend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",,-1.3,3.41,26.16,55.08,12.71,30.06,20.15,17.38,-3.51,-32.72,-32.72,-32.72,,,,,,,,
DNB-FUND-GLOBAL-ESG-A-EUR-ACC-Fonds-LU0029375739,14842274,986058,LU0029375739,5.0,1.48,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",40.83,3.27,22.86,53.38,112.49,21.78,33.33,22.27,19.19,-4.98,-37.64,-37.64,-37.64,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-A-USD-ACC-Fonds-LU0069063385,212194917,986633,LU0069063385,5.0,2.0,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.64,21.76,53.21,103.55,17.24,31.21,21.39,18.06,-4.37,-31.71,-31.71,-31.71,,,,,,,,
AB-SICAV-I-SUSTAINABLE-GLOBAL-THEMATIC-PORTFOLIO-IX-USD-ACC-Fonds-LU0079428008,3231462,986842,LU0079428008,1.5,1.2,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.63,0.71,22.77,56.94,112.31,17.19,31.17,21.36,18.04,-4.35,-31.66,-31.66,-31.66,,,,,,,,
UBS-LUX-EQUITY-FUND-GLOBAL-SUSTAINABLE-USD-P-ACC-Fonds-LU0076532638,28302938,987076,LU0076532638,5.0,1.74,Thesaurierend,Aktienfonds,"Aktien Ethik, Nachhaltigkeit",1.06,0.15,7.12,28.82,73.23,16.27,27.93,18.96,16.19,-4.0,-33.87,-33.87,-33.87,,,,,,,,
