name,nsin,isin,capitalization,type,performance_cy,volatility_cy,max_drawdown_cy,months_positive_cy,initial_fee,ongoing_charges,data_id
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-I-EUR-ACC-Fonds-LU0232464908,A0JMHY,LU0232464908,Thesaurierend,Aktienfonds,11.53,40.82,-31.33,75.0,1.5,0.95,
PRIMA-GLOBAL-CHALLENGES-A-EUR-DIS-Fonds-LU0254565053,A0JMLV,LU0254565053,Ausschüttend,Aktienfonds,-2.01,32.48,-33.39,62.5,5.0,2.53,
PRIMA-GLOBAL-CHALLENGES-G-EUR-DIS-Fonds-LU0254565566,A0JMLW,LU0254565566,Ausschüttend,Aktienfonds,-1.44,32.46,-33.42,62.5,0.0,1.76,
TEMPLETON-GLOBAL-CLIMATE-CHANGE-FUND-B-USD-ACC-Fonds-LU0260866552,A0KEC6,LU0260866552,Thesaurierend,Aktienfonds,-3.94,30.51,-31.29,62.5,0.0,3.12,
LBBW-GLOBAL-WARMING-R-EUR-DIS-Fonds-DE000A0KEYM4,A0KEYM,DE000A0KEYM4,Ausschüttend,Aktienfonds,7.84,34.78,-30.81,62.5,5.0,1.74,
ERSTE-RESPONSIBLE-STOCK-EUROPE-R01-EUR-ACC-Fonds-AT0000645973,A0KFYK,AT0000645973,Thesaurierend,Aktienfonds,-11.95,31.46,-36.25,62.5,5.0,1.86,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-WATER-FUND-B-USD-ACC-Fonds-LU0267923398,A0LB5K,LU0267923398,Thesaurierend,Aktienfonds,-1.35,30.63,-35.5,62.5,3.0,1.85,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-WATER-FUND-C-USD-ACC-Fonds-LU0267923471,A0LB5L,LU0267923471,Thesaurierend,Aktienfonds,-0.78,30.62,-35.41,62.5,3.0,1.05,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-WATER-FUND-B-CHF-ACC-Fonds-LU0267926730,A0LB5N,LU0267926730,Thesaurierend,Aktienfonds,-1.24,30.9,-34.87,62.5,3.0,1.85,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-WATER-FUND-C-CHF-ACC-Fonds-LU0267927118,A0LB5P,LU0267927118,Thesaurierend,Aktienfonds,-0.67,30.89,-34.81,62.5,3.0,1.06,
AB-FCP-I-SUSTAINABLE-US-THEMATIC-PORTFOLIO-S1-EUR-ACC-Fonds-LU0232467083,A0LBEY,LU0232467083,Thesaurierend,Aktienfonds,11.97,40.62,-31.29,62.5,,0.75,
SICAV-ECHIQUIER-ECHIQUIER-MAJOR-SRI-GROWTH-EUROPE-A-EUR-ACC-Fonds-FR0010321828,A0LCNP,FR0010321828,Thesaurierend,Aktienfonds,-0.92,28.95,-31.45,62.5,3.0,2.7,
DPAM-INVEST-B-EQUITIES-NEWGEMS-SUSTAINABLE-B-EUR-ACC-Fonds-BE0946564383,A0LFBM,BE0946564383,Thesaurierend,Aktienfonds,17.27,32.19,-29.58,62.5,2.0,1.8,
PICTET-WATER-P-DY-EUR-DIS-Fonds-LU0208610294,A0LFWM,LU0208610294,Ausschüttend,Aktienfonds,-2.74,27.75,-33.63,62.5,5.0,2.0,
PICTET-EUROPEAN-SUSTAINABLE-EQUITIES-P-DY-EUR-DIS-Fonds-LU0208609015,A0LFWN,LU0208609015,Ausschüttend,Aktienfonds,-10.68,27.49,-32.93,62.5,5.0,1.2,
WI-GLOBAL-CHALLENGES-INDEX-FONDS-I-EUR-DIS-Fonds-DE000A0LGNP3,A0LGNP,DE000A0LGNP3,Ausschüttend,Aktienfonds,0.53,33.0,-33.76,62.5,5.0,0.55,
VARIOPARTNER-SICAV-TARENO-GLOBAL-WATER-SOLUTIONS-FUND-R1-EUR-ACC-Fonds-LU0319773478,A0M06B,LU0319773478,Thesaurierend,Aktienfonds,-3.3,34.3,-35.42,50.0,3.0,2.35,
VARIOPARTNER-SICAV-TARENO-GLOBAL-WATER-SOLUTIONS-FUND-W-EUR-ACC-Fonds-LU0319773635,A0M06D,LU0319773635,Thesaurierend,Aktienfonds,-2.73,34.3,-35.37,50.0,3.0,1.55,
ERSTE-WWF-STOCK-ENVIRONMENT-R01-EUR-Fonds-AT0000A03N37,A0M0SY,AT0000A03N37,Vollthesaurierer,Aktienfonds,27.79,34.89,-37.79,75.0,4.0,1.86,
ERSTE-WWF-STOCK-ENVIRONMENT-R01-CZK-Fonds-AT0000A044X2,A0M0TQ,AT0000A044X2,Vollthesaurierer,Aktienfonds,27.65,30.82,-31.28,87.5,4.0,1.85,
ERSTE-WWF-STOCK-ENVIRONMENT-R01-HUF-Fonds-AT0000A044Y0,A0M0TR,AT0000A044Y0,Vollthesaurierer,Aktienfonds,27.96,33.21,-35.54,87.5,4.0,1.97,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-HEALTHY-LIVING-FUND-A-EUR-DIS-Fonds-LU0280770503,A0M2X6,LU0280770503,Ausschüttend,Aktienfonds,-4.81,25.67,-27.89,50.0,3.0,1.85,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-HEALTHY-LIVING-FUND-B-EUR-ACC-Fonds-LU0280770768,A0M2X7,LU0280770768,Thesaurierend,Aktienfonds,-4.83,25.67,-27.9,50.0,3.0,1.85,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-HEALTHY-LIVING-FUND-C-EUR-ACC-Fonds-LU0280770842,A0M2X8,LU0280770842,Thesaurierend,Aktienfonds,-4.27,25.67,-27.85,50.0,3.0,1.06,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-HEALTHY-LIVING-FUND-B-USD-ACC-Fonds-LU0280772970,A0M2YK,LU0280772970,Thesaurierend,Aktienfonds,-5.19,26.03,-28.52,62.5,3.0,1.84,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-B-EUR-ACC-H-Fonds-LU0306804641,A0M70G,LU0306804641,Thesaurierend,Aktienfonds,12.85,29.95,-30.17,75.0,0.0,2.47,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A1-EUR-ACC-H-Fonds-LU0306805531,A0M70J,LU0306805531,Thesaurierend,Aktienfonds,12.93,29.95,-30.17,75.0,4.0,2.37,
UNINACHHALTIG-AKTIEN-GLOBAL-EUR-DIS-Fonds-DE000A0M80G4,A0M80G,DE000A0M80G4,Ausschüttend,Aktienfonds,-0.91,32.34,-32.3,62.5,5.0,1.48,
VOLKSBANK-GUETERSLOH-NACHHALTIGKEITSINVEST-EUR-DIS-Fonds-DE000A0M80H2,A0M80H,DE000A0M80H2,Ausschüttend,Aktienfonds,-1.59,18.26,-22.33,62.5,5.0,1.42,
AXA-WORLD-FUNDS-FRAMLINGTON-HUMAN-CAPITAL-F-EUR-ACC-Fonds-LU0316219095,A0M81K,LU0316219095,Thesaurierend,Aktienfonds,-9.38,30.33,-36.75,62.5,2.0,1.17,
AXA-WORLD-FUNDS-FRAMLINGTON-HUMAN-CAPITAL-A-EUR-ACC-Fonds-LU0316218527,A0M81L,LU0316218527,Thesaurierend,Aktienfonds,-9.95,30.33,-36.8,62.5,5.5,2.02,
HSBC-GIF-GLOBAL-EQUITY-CLIMATE-CHANGE-AC-USD-ACC-Fonds-LU0323239441,A0M8L2,LU0323239441,Thesaurierend,Aktienfonds,7.69,28.79,-32.64,62.5,5.0,1.85,
HSBC-GIF-GLOBAL-EQUITY-CLIMATE-CHANGE-AD-USD-DIS-Fonds-LU0323240290,A0M8L3,LU0323240290,Ausschüttend,Aktienfonds,7.68,28.78,-32.63,62.5,5.0,1.85,
HSBC-GIF-GLOBAL-EQUITY-CLIMATE-CHANGE-EC-USD-ACC-Fonds-LU0323240373,A0M8L4,LU0323240373,Thesaurierend,Aktienfonds,7.29,28.79,-32.67,62.5,5.0,2.35,
JSS-SUSTAINABLE-EQUITY-WATER-P-EUR-DIS-Fonds-LU0333595436,A0M90M,LU0333595436,Ausschüttend,Aktienfonds,-0.01,33.1,-34.83,62.5,3.0,2.32,
JSS-SUSTAINABLE-EQUITY-WATER-I-EUR-ACC-Fonds-LU0333595519,A0M9ZS,LU0333595519,Thesaurierend,Aktienfonds,0.58,33.1,-34.78,62.5,0.0,1.54,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-CLIMATE-INVEST-AT-EUR-ACC-Fonds-LU0275317336,A0MKFU,LU0275317336,Thesaurierend,Aktienfonds,11.27,32.62,-33.68,75.0,5.0,1.86,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-CLIMATE-INVEST-DT-EUR-ACC-Fonds-LU0275317682,A0MKFV,LU0275317682,Thesaurierend,Aktienfonds,12.04,32.63,-33.63,75.0,5.0,0.92,
KBC-ECO-FUND-CLIMATE-CHANGE-C-EUR-ACC-Fonds-BE0946844272,A0MKZM,BE0946844272,Thesaurierend,Aktienfonds,-5.5,29.76,-34.15,75.0,3.0,1.84,
KBC-ECO-FUND-CLIMATE-CHANGE-D-EUR-DIS-Fonds-BE0946843266,A0MKZN,BE0946843266,Ausschüttend,Aktienfonds,-5.53,29.76,-34.16,75.0,3.0,1.84,
DPAM-INVEST-B-EQUITIES-NEWGEMS-SUSTAINABLE-A-EUR-DIS-Fonds-BE0946563377,A0ML2N,BE0946563377,Ausschüttend,Aktienfonds,17.26,32.18,-29.58,62.5,2.0,1.79,
NN-L-GLOBAL-SUSTAINABLE-EQUITY-I-EUR-ACC-Fonds-LU0191250769,A0ML89,LU0191250769,Thesaurierend,Aktienfonds,10.98,34.22,-32.48,75.0,2.0,0.81,
NN-L-EMERGING-MARKETS-ENHANCED-INDEX-SUSTAINABLE-EQUITY-P-EUR-ACC-Fonds-LU0273689645,A0ML9B,LU0273689645,Thesaurierend,Aktienfonds,-6.23,31.14,-31.26,62.5,3.0,0.6,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A-EUR-ACC-H-Fonds-LU0306804302,A0MNA1,LU0306804302,Thesaurierend,Aktienfonds,13.34,29.94,-30.13,75.0,5.0,1.87,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-PA-USD-ACC-Fonds-LU0293415914,A0MNQ2,LU0293415914,Thesaurierend,Aktienfonds,-16.39,26.31,-35.71,62.5,5.0,2.4,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-PD-USD-DIS-Fonds-LU0293416136,A0MNQ3,LU0293416136,Ausschüttend,Aktienfonds,-16.39,26.31,-35.71,62.5,5.0,2.42,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-NA-USD-ACC-Fonds-LU0293416649,A0MNQ4,LU0293416649,Thesaurierend,Aktienfonds,-15.91,26.31,-35.62,62.5,5.0,1.95,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-SA-USD-ACC-Fonds-LU0293417530,A0MNQ5,LU0293417530,Thesaurierend,Aktienfonds,-15.67,28.13,-35.53,57.14,0.0,0.48,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-PA-EUR-ACC-Fonds-LU0293444930,A0MNQ6,LU0293444930,Thesaurierend,Aktienfonds,-16.07,25.41,-33.7,62.5,5.0,2.41,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-PD-EUR-DIS-Fonds-LU0293445150,A0MNQ7,LU0293445150,Ausschüttend,Aktienfonds,-16.07,25.41,-33.7,62.5,5.0,2.43,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-NA-EUR-ACC-Fonds-LU0293445317,A0MNQ8,LU0293445317,Thesaurierend,Aktienfonds,-15.59,25.4,-33.61,62.5,5.0,1.66,
FBG-4ELEMENTS-P-EUR-ACC-Fonds-LU0298627968,A0MQLL,LU0298627968,Thesaurierend,Aktienfonds,0.27,34.4,-33.82,50.0,5.0,2.17,
UNIINSTITUTIONAL-KONSERVATIV-NACHHALTIG-EUR-DIS-Fonds-LU0300981452,A0MR5M,LU0300981452,Ausschüttend,Aktienfonds,-3.62,1.94,-4.71,,3.0,0.95,
JUPITER-GLOBAL-ECOLOGY-GROWTH-L-GBP-DIS-Fonds-LU0279091325,A0MRMY,LU0279091325,Ausschüttend,Aktienfonds,-5.16,22.13,-24.19,62.5,5.0,1.72,
JUPITER-GLOBAL-ECOLOGY-GROWTH-L-USD-ACC-Fonds-LU0300038618,A0MRMZ,LU0300038618,Thesaurierend,Aktienfonds,-4.77,25.48,-32.15,62.5,5.0,1.72,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-WATER-INVEST-AT-EUR-ACC-Fonds-LU0302976872,A0MSPX,LU0302976872,Thesaurierend,Aktienfonds,-2.43,34.22,-34.02,50.0,5.0,1.86,
SWISSCANTO-LU-EQUITY-FUND-GLOBAL-WATER-INVEST-JT-EUR-ACC-Fonds-LU0302977094,A0MSPY,LU0302977094,Thesaurierend,Aktienfonds,-1.81,34.21,-33.97,50.0,5.0,1.0,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A-USD-ACC-Fonds-LU0302445910,A0MSUM,LU0302445910,Thesaurierend,Aktienfonds,11.14,29.97,-29.93,75.0,5.0,1.84,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-C-USD-ACC-Fonds-LU0302446132,A0MSUN,LU0302446132,Thesaurierend,Aktienfonds,11.8,29.96,-29.87,75.0,1.0,1.04,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A1-USD-ACC-Fonds-LU0302446215,A0MSUP,LU0302446215,Thesaurierend,Aktienfonds,10.73,29.97,-29.96,75.0,4.0,2.34,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-I-USD-ACC-Fonds-LU0302446306,A0MSUQ,LU0302446306,Thesaurierend,Aktienfonds,12.61,29.96,-29.8,75.0,0.0,0.06,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-C-USD-DIS-Fonds-LU0302446488,A0MSUR,LU0302446488,Ausschüttend,Aktienfonds,11.8,29.96,-29.87,75.0,1.0,1.04,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A-EUR-ACC-Fonds-LU0302446645,A0MSUS,LU0302446645,Thesaurierend,Aktienfonds,11.32,29.16,-31.08,75.0,5.0,1.84,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-B-EUR-ACC-Fonds-LU0302446991,A0MSUT,LU0302446991,Thesaurierend,Aktienfonds,10.83,29.16,-31.11,75.0,0.0,2.44,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-C-EUR-ACC-Fonds-LU0302447452,A0MSUU,LU0302447452,Thesaurierend,Aktienfonds,11.98,29.15,-31.04,75.0,1.0,1.04,
SWISSCANTO-LU-EQUITY-FUND-SYSTEMATIC-RESPONSIBLE-USA-AT-USD-ACC-Fonds-LU0230111667,A0MUQJ,LU0230111667,Thesaurierend,Aktienfonds,-3.33,39.73,-35.12,62.5,5.0,1.28,
DKB-NACHHALTIGKEITSFONDS-EUROPA-AL-EUR-DIS-Fonds-LU0314225409,A0MX5K,LU0314225409,Ausschüttend,Aktienfonds,-4.81,29.88,-34.52,62.5,3.0,1.84,
OEKOWORLD-KLIMA-C-EUR-ACC-Fonds-LU0301152442,A0MX8G,LU0301152442,Thesaurierend,Aktienfonds,18.66,25.85,-26.37,62.5,5.0,2.55,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-A-SGD-ACC-Fonds-LU0312595415,A0MYXM,LU0312595415,Thesaurierend,Aktienfonds,11.14,27.34,-27.79,75.0,5.0,1.84,
LBBW-NACHHALTIGKEIT-AKTIEN-R-EUR-DIS-Fonds-DE000A0NAUP7,A0NAUP,DE000A0NAUP7,Ausschüttend,Aktienfonds,0.13,30.8,-32.91,62.5,5.0,1.64,
OEKOWORLD-WATER-FOR-LIFE-C-EUR-ACC-Fonds-LU0332822492,A0NBKM,LU0332822492,Thesaurierend,Aktienfonds,-6.58,23.97,-30.31,62.5,5.0,2.76,
QUEST-CLEANTECH-B-EUR-ACC-Fonds-LU0346062424,A0NC68,LU0346062424,Thesaurierend,Aktienfonds,-0.01,27.25,-34.4,62.5,2.0,1.6,
QUEST-CLEANTECH-C-EUR-ACC-Fonds-LU0346063406,A0NC69,LU0346063406,Thesaurierend,Aktienfonds,0.37,27.24,-34.37,62.5,2.0,1.09,
C-WORLDWIDE-GLOBAL-EQUITIES-ETHICAL-EUR-ACC-Fonds-LU0122292328,A0NCGC,LU0122292328,Thesaurierend,Aktienfonds,3.69,24.04,-28.05,75.0,0.0,1.68,
SUPERIOR-4-ETHIK-AKTIEN-EUR-ACC-Fonds-AT0000A07HU3,A0NCLD,AT0000A07HU3,Thesaurierend,Aktienfonds,-12.27,35.61,-36.33,75.0,4.0,1.63,
AXA-WORLD-FUNDS-FRAMLINGTON-HUMAN-CAPITAL-I-EUR-ACC-Fonds-LU0316219251,A0NCZH,LU0316219251,Thesaurierend,Aktienfonds,-9.19,30.33,-36.74,62.5,0.0,0.88,
SUNARES-SUSTAINABLE-NATURAL-RESOURCES-EUR-DIS-Fonds-LU0344810915,A0ND6Y,LU0344810915,Ausschüttend,Aktienfonds,10.77,33.41,-34.05,75.0,5.0,2.4,
SWISSCANTO-LU-EQUITY-FUND-SUSTAINABLE-EMERGING-MARKETS-AT-USD-ACC-Fonds-LU0338548034,A0NDYC,LU0338548034,Thesaurierend,Aktienfonds,-6.17,29.76,-34.14,62.5,5.0,2.05,
SWISSCANTO-LU-EQUITY-FUND-SUSTAINABLE-EMERGING-MARKETS-DT-USD-ACC-Fonds-LU0338548117,A0NDYD,LU0338548117,Thesaurierend,Aktienfonds,-5.4,29.76,-34.01,62.5,5.0,0.96,
BNPP-GLOBAL-ENVIRONMENT-CLASSIC-EUR-ACC-Fonds-LU0347711466,A0NE8U,LU0347711466,Thesaurierend,Aktienfonds,1.02,32.63,-33.14,62.5,3.0,2.2,
BNPP-GLOBAL-ENVIRONMENT-CLASSIC-EUR-DIS-Fonds-LU0347711540,A0NE8V,LU0347711540,Ausschüttend,Aktienfonds,1.02,32.62,-33.14,62.5,3.0,2.2,
BNPP-GLOBAL-ENVIRONMENT-I-EUR-ACC-Fonds-LU0347711623,A0NE8W,LU0347711623,Thesaurierend,Aktienfonds,1.88,32.62,-33.06,62.5,0.0,1.06,
BNPP-GLOBAL-ENVIRONMENT-N-EUR-ACC-Fonds-LU0347712191,A0NE8Y,LU0347712191,Thesaurierend,Aktienfonds,0.46,32.63,-33.2,62.5,0.0,2.95,
BNPP-GLOBAL-ENVIRONMENT-PRIVILEGE-EUR-ACC-Fonds-LU0347712274,A0NE8Z,LU0347712274,Thesaurierend,Aktienfonds,1.76,32.62,-33.07,62.5,3.0,1.2,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-BP-EUR-ACC-Fonds-LU0348926287,A0NEG2,LU0348926287,Thesaurierend,Aktienfonds,2.5,29.94,-32.64,62.5,5.0,1.83,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-BP-NOK-ACC-Fonds-LU0348926360,A0NEG3,LU0348926360,Thesaurierend,Aktienfonds,2.17,24.69,-19.53,87.5,5.0,1.83,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-BP-SEK-ACC-Fonds-LU0348926527,A0NEG4,LU0348926527,Thesaurierend,Aktienfonds,3.11,27.77,-29.45,62.5,5.0,1.83,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-BI-EUR-ACC-Fonds-LU0348927095,A0NEG5,LU0348927095,Thesaurierend,Aktienfonds,3.16,29.97,-32.57,62.5,0.0,0.93,
NORDEA-1-GLOBAL-CLIMATE-AND-ENVIRONMENT-FUND-E-EUR-ACC-Fonds-LU0348927251,A0NEG6,LU0348927251,Thesaurierend,Aktienfonds,1.93,29.99,-32.66,62.5,0.0,2.58,
BNPP-GLOBAL-ENVIRONMENT-CLASSIC-USD-ACC-Fonds-LU0347712357,A0NGD9,LU0347712357,Thesaurierend,Aktienfonds,0.64,33.16,-33.97,62.5,3.0,2.2,
DPAM-INVEST-B-EQUITIES-SUSTAINABLE-FOOD-TRENDS-B-EUR-ACC-Fonds-BE0947764743,A0NGR9,BE0947764743,Thesaurierend,Aktienfonds,-6.67,28.64,-32.21,62.5,2.0,1.78,
DPAM-INVEST-B-EQUITIES-SUSTAINABLE-FOOD-TRENDS-A-EUR-DIS-Fonds-BE0947763737,A0PHEL,BE0947763737,Ausschüttend,Aktienfonds,-6.66,28.64,-32.21,62.5,2.0,1.79,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-RA-EUR-ACC-Fonds-LU0357530012,A0Q0FF,LU0357530012,Thesaurierend,Aktienfonds,-16.56,25.41,-33.8,62.5,3.0,3.29,
LOMBARD-ODIER-FUNDS-CHINA-HIGH-CONVICTION-RA-USD-ACC-Fonds-LU0357529600,A0Q0FG,LU0357529600,Thesaurierend,Aktienfonds,,,,,3.0,2.27,
ECOLOGY-STOCK-EUROPE-R-EUR-DIS-Fonds-AT0000A09YJ7,A0Q283,AT0000A09YJ7,Ausschüttend,Aktienfonds,-7.83,30.72,-37.05,62.5,0.0,1.39,
SPARINVEST-SICAV-ETHICAL-GLOBAL-VALUE-R-EUR-ACC-Fonds-LU0362355355,A0Q32Q,LU0362355355,Thesaurierend,Aktienfonds,-16.64,35.53,-36.59,62.5,3.0,2.06,
AXA-WORLD-FUNDS-FRAMLINGTON-HUMAN-CAPITAL-I-EUR-DIS-Fonds-LU0372523448,A0Q4TB,LU0372523448,Ausschüttend,Aktienfonds,-9.19,30.34,-36.74,62.5,0.0,0.88,
SCHRODER-ISF-GLOBAL-CLIMATE-CHANGE-EQUITY-B-USD-ACC-Fonds-LU0378800949,A0Q623,LU0378800949,Thesaurierend,Aktienfonds,10.65,29.97,-29.97,75.0,0.0,2.44,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-I-USD-ACC-Fonds-LU0377753982,A0Q6HP,LU0377753982,Thesaurierend,Aktienfonds,-1.06,29.03,-32.2,62.5,0.0,0.96,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-E-EUR-DIS-Fonds-LU0377751341,A0Q6K0,LU0377751341,Ausschüttend,Aktienfonds,-1.66,28.0,-32.0,62.5,4.0,2.25,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-E-EUR-ACC-Fonds-LU0377751424,A0Q6K1,LU0377751424,Thesaurierend,Aktienfonds,-1.63,28.03,-32.0,62.5,4.0,2.25,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-BASE-USD-ACC-Fonds-LU0377748123,A0Q6KD,LU0377748123,Thesaurierend,Aktienfonds,-1.67,28.99,-32.29,62.5,5.5,1.75,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-A-USD-DIS-Fonds-LU0377750533,A0Q6KU,LU0377750533,Ausschüttend,Aktienfonds,-1.98,29.0,-32.34,62.5,4.0,2.25,
GOLDMAN-SACHS-GLOBAL-EQUITY-PARTNERS-ESG-PORTFOLIO-A-USD-ACC-Fonds-LU0377750707,A0Q6KV,LU0377750707,Thesaurierend,Aktienfonds,-1.98,29.04,-32.34,62.5,4.0,2.25,
FG-W-BETTER-WORLD-EUR-DIS-Fonds-LU0383804431,A0Q77P,LU0383804431,Ausschüttend,Aktienfonds,11.4,21.17,-25.36,87.5,0.0,2.25,
SUPERIOR-6-GLOBAL-CHALLENGES-EUR-DIS-Fonds-AT0000A0AA60,A0Q7EL,AT0000A0AA60,Ausschüttend,Aktienfonds,-2.35,33.67,-34.22,75.0,4.0,1.68,
SUPERIOR-6-GLOBAL-CHALLENGES-EUR-ACC-Fonds-AT0000A0AA78,A0Q7EM,AT0000A0AA78,Thesaurierend,Aktienfonds,-2.36,33.67,-34.22,75.0,4.0,1.68,
GENEON-GLOBAL-CHALLENGES-SELECT-P-EUR-DIS-Fonds-DE000A0Q8HL1,A0Q8HL,DE000A0Q8HL1,Ausschüttend,Aktienfonds,-5.47,13.41,-15.18,37.5,5.0,1.98,
SPARINVEST-SICAV-ETHICAL-GLOBAL-VALUE-R-GBP-ACC-Fonds-LU0362355603,A0Q9J1,LU0362355603,Thesaurierend,Aktienfonds,-16.78,33.2,-30.56,62.5,3.0,1.98,
STEWART-INVESTORS-ASIA-PACIFIC-SUSTAINABILITY-FUND-A-EUR-ACC-Fonds-GB00B2PDRY03,A0QYK2,GB00B2PDRY03,Thesaurierend,Aktienfonds,2.03,20.67,-25.96,75.0,4.0,1.7,
MURPHY-SPITZ-UMWELTFONDS-DEUTSCHLAND-SUSTAINABILITY-FUND-GERMANY-A-EUR-ACC-Fonds-LU0360172109,A0QYL0,LU0360172109,Thesaurierend,Aktienfonds,14.89,19.1,-26.99,75.0,5.0,2.81,
MULTIPARTNER-SICAV-ROBECOSAM-SUSTAINABLE-WATER-FUND-B-SGD-ACC-Fonds-LU0348125351,A0QZQA,LU0348125351,Thesaurierend,Aktienfonds,-1.09,27.93,-31.78,62.5,3.0,1.85,
PICTET-WATER-P-DY-GBP-DIS-Fonds-LU0366531837,A0RA9N,LU0366531837,Ausschüttend,Aktienfonds,-3.0,25.08,-26.01,75.0,5.0,2.0,
JSS-SUSTAINABLE-EQUITY-GLOBAL-THEMATIC-P-EUR-ACC-Fonds-LU0480508919,A0RCGD,LU0480508919,Thesaurierend,Aktienfonds,3.73,32.01,-31.73,62.5,3.0,2.07,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-A-USD-DIS-Fonds-LU0384409180,A0RCV7,LU0384409180,Ausschüttend,Aktienfonds,0.19,25.05,-27.69,50.0,5.0,2.04,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-B-USD-ACC-Fonds-LU0384409263,A0RCV8,LU0384409263,Thesaurierend,Aktienfonds,0.19,25.05,-27.68,50.0,5.0,2.04,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-H-EUR-ACC-H-Fonds-LU0384409693,A0RCV9,LU0384409693,Thesaurierend,Aktienfonds,2.58,25.04,-28.0,50.0,5.0,2.1,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-A-EUR-DIS-Fonds-LU0384405519,A0RCVV,LU0384405519,Ausschüttend,Aktienfonds,6.29,32.22,-32.96,62.5,5.0,2.05,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-B-EUR-ACC-Fonds-LU0384405600,A0RCVW,LU0384405600,Thesaurierend,Aktienfonds,6.29,32.21,-32.96,62.5,5.0,2.05,
VONTOBEL-FUND-CLEAN-TECHNOLOGY-I-EUR-ACC-Fonds-LU0384405949,A0RCVY,LU0384405949,Thesaurierend,Aktienfonds,6.97,32.22,-32.9,62.5,5.0,1.19,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-HI-EUR-ACC-H-Fonds-LU0384409933,A0RCWA,LU0384409933,Thesaurierend,Aktienfonds,3.24,25.04,-27.88,50.0,5.0,1.23,
VONTOBEL-FUND-MTX-SUSTAINABLE-ASIAN-LEADERS-EX-JAPAN-I-USD-ACC-Fonds-LU0384410279,A0RCWB,LU0384410279,Thesaurierend,Aktienfonds,0.83,25.05,-27.58,50.0,5.0,1.17,
DPAM-INVEST-B-EQUITIES-SUSTAINABLE-FOOD-TRENDS-E-EUR-DIS-Fonds-BE0948505392,A0RE48,BE0948505392,Ausschüttend,Aktienfonds,,,,,1.0,0.95,
